school_year,school_year_offset,sis_user_id,student_label,grade_level,course_id,course_name,course_track,section_id,teacher_id,attendance_category,boy_assignment_label,eoy_assignment_label,boy_score,eoy_score,present_boy,present_eoy,observed_growth_delta,modeled_eoy_growth_delta,latent_readiness_after_boy,latent_readiness_after_eoy,latent_eoy_transition_delta,growth_band
2030-2031,5,SYN-SIS-000443,Synthetic Student 443,11,MATH-PRECALC,Precalculus,regular,Y05-SEC-016,TCH-003,high,Assignment 11,Assignment 12,51.6,55.7,true,true,4.100000000000001,4.1,55.548,60.2959,4.7479,stable
2030-2031,5,SYN-SIS-000446,Synthetic Student 446,11,MATH-PRECALC,Precalculus,regular,Y05-SEC-016,TCH-003,high,Assignment 11,Assignment 12,36.09,46.54,true,true,10.449999999999996,10.45,34.0185,39.5578,5.5393,positive_growth
2030-2031,5,SYN-SIS-000461,Synthetic Student 461,11,MATH-PRECALC,Precalculus,regular,Y05-SEC-017,TCH-004,normal,Assignment 11,Assignment 12,47.58,58.94,true,true,11.36,11.36,50.1396,55.0635,4.9239,positive_growth
2030-2031,5,SYN-SIS-000465,Synthetic Student 465,11,MATH-PRECALC,Precalculus,regular,Y05-SEC-018,TCH-003,high,Assignment 11,Assignment 12,28.27,38.24,true,true,9.970000000000002,9.97,30.3345,36.9343,6.5998,positive_growth
2030-2031,5,SYN-SIS-000469,Synthetic Student 469,11,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-015,TCH-004,normal,Assignment 11,Assignment 12,62.93,66.98,true,true,4.050000000000004,4.05,59.4461,63.7329,4.2868,stable
2030-2031,5,SYN-SIS-000471,Synthetic Student 471,11,MATH-PRECALC,Precalculus,regular,Y05-SEC-017,TCH-004,normal,Assignment 11,Assignment 12,38.58,0.0,true,false,,,38.1808,42.3066,4.1258,absent_eoy
2030-2031,5,SYN-SIS-000475,Synthetic Student 475,11,MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-010,TCH-003,high,Assignment 11,Assignment 12,67.02,72.01,true,true,4.990000000000009,4.99,67.0674,71.1315,4.0641,stable
2030-2031,5,SYN-SIS-000479,Synthetic Student 479,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-021,TCH-005,normal,Assignment 11,Assignment 12,53.93,55.18,true,true,1.25,1.25,51.5935,61.3953,9.8018,stable
2030-2031,5,SYN-SIS-000484,Synthetic Student 484,11,MATH-PRECALC,Precalculus,regular,Y05-SEC-017,TCH-004,high,Assignment 11,Assignment 12,20.68,32.0,true,true,11.32,11.32,25.3976,24.7362,-0.6614,positive_growth
2030-2031,5,SYN-SIS-000505,Synthetic Student 505,10,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,TCH-004,normal,Assignment 11,Assignment 12,40.08,53.12,true,true,13.04,13.04,42.4639,50.8124,8.3485,positive_growth
2030-2031,5,SYN-SIS-000522,Synthetic Student 522,10,MATH-ALG2,Algebra 2,regular,Y05-SEC-008,TCH-002,normal,Assignment 11,Assignment 12,35.89,46.41,true,true,10.519999999999996,10.52,32.1905,45.2816,13.0911,positive_growth
2030-2031,5,SYN-SIS-000525,Synthetic Student 525,10,MATH-GEOM,Geometry,regular,Y05-SEC-005,TCH-001,high,Assignment 11,Assignment 12,44.35,54.7,true,true,10.350000000000001,10.35,48.1519,52.8376,4.6857,positive_growth
2030-2031,5,SYN-SIS-000534,Synthetic Student 534,10,MATH-ALG2,Algebra 2,regular,Y05-SEC-007,TCH-002,normal,Assignment 11,Assignment 12,0.0,51.0,false,true,,-7.05,48.7863,52.1791,3.3928,first_evidence_eoy
2030-2031,5,SYN-SIS-000541,Synthetic Student 541,10,MATH-GEOM,Geometry,regular,Y05-SEC-003,TCH-001,high,Assignment 11,Assignment 12,42.67,45.39,true,true,2.719999999999999,2.72,38.4558,44.5091,6.0533,stable
2030-2031,5,SYN-SIS-000551,Synthetic Student 551,10,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,TCH-004,normal,Assignment 11,Assignment 12,58.94,70.65,true,true,11.710000000000008,11.71,59.0596,66.7785,7.7189,positive_growth
2030-2031,5,SYN-SIS-000552,Synthetic Student 552,10,MATH-GEOM,Geometry,regular,Y05-SEC-004,TCH-002,high,Assignment 11,Assignment 12,56.05,65.44,true,true,9.39,9.39,61.5945,65.8865,4.292,positive_growth
2030-2031,5,SYN-SIS-000553,Synthetic Student 553,10,MATH-ALG2,Algebra 2,regular,Y05-SEC-006,TCH-002,high,Assignment 11,Assignment 12,45.07,55.47,true,true,10.399999999999999,10.4,47.6023,57.6524,10.0501,positive_growth
2030-2031,5,SYN-SIS-000596,Synthetic Student 596,9,MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-010,TCH-003,normal,Assignment 11,Assignment 12,15.76,25.65,true,true,9.889999999999999,9.89,16.63,28.3067,11.6767,positive_growth
2030-2031,5,SYN-SIS-000597,Synthetic Student 597,9,MATH-GEOM,Geometry,regular,Y05-SEC-003,TCH-001,normal,Assignment 11,Assignment 12,0.0,32.91,false,true,,,29.87,39.4057,9.5357,first_evidence_eoy
2030-2031,5,SYN-SIS-000629,Synthetic Student 629,9,MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-010,TCH-003,normal,Assignment 11,Assignment 12,71.95,0.0,true,false,,,69.25,73.8573,4.6073,absent_eoy
2030-2031,5,SYN-SIS-000632,Synthetic Student 632,9,MATH-GEOM,Geometry,regular,Y05-SEC-002,TCH-002,normal,Assignment 11,Assignment 12,77.0,74.77,true,true,-2.230000000000004,-2.23,76.71,80.819,4.109,stable
2030-2031,5,SYN-SIS-000633,Synthetic Student 633,9,MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-011,TCH-003,normal,Assignment 11,Assignment 12,51.83,65.49,true,true,13.659999999999997,13.66,56.97,62.3975,5.4275,positive_growth
2031-2032,6,SYN-SIS-000419,Synthetic Student 419,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,TCH-005,normal,Assignment 13,Assignment 14,56.67,61.64,true,true,4.969999999999999,4.97,55.8259,56.5447,0.7188,stable
2031-2032,6,SYN-SIS-000441,Synthetic Student 441,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,TCH-005,normal,Assignment 13,Assignment 14,30.26,45.76,true,true,15.499999999999996,15.5,35.5088,42.7916,7.2828,large_positive_growth
2031-2032,6,SYN-SIS-000452,Synthetic Student 452,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-020,TCH-005,high,Assignment 13,Assignment 14,53.37,54.44,true,true,1.0700000000000003,1.07,53.7564,56.6817,2.9253,stable
2031-2032,6,SYN-SIS-000456,Synthetic Student 456,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-022,TCH-005,normal,Assignment 13,Assignment 14,59.56,63.94,true,true,4.3799999999999955,4.38,57.9987,62.4976,4.4989,stable
2031-2032,6,SYN-SIS-000462,Synthetic Student 462,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-023,TCH-005,high,Assignment 13,Assignment 14,70.07,72.62,true,true,2.5500000000000114,2.55,72.356,71.6807,-0.6753,stable
2031-2032,6,SYN-SIS-000463,Synthetic Student 463,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-022,TCH-005,normal,Assignment 13,Assignment 14,51.94,54.96,true,true,3.020000000000003,3.02,54.7417,57.2229,2.4812,stable
2031-2032,6,SYN-SIS-000464,Synthetic Student 464,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-020,TCH-005,normal,Assignment 13,Assignment 14,43.53,0.0,true,false,,,50.0743,52.0852,2.0109,absent_eoy
2031-2032,6,SYN-SIS-000467,Synthetic Student 467,12,MATH-PRECALC,Precalculus,regular,Y06-SEC-016,TCH-004,normal,Assignment 13,Assignment 14,26.81,30.12,true,true,3.3100000000000023,3.31,25.963,27.0685,1.1055,stable
2031-2032,6,SYN-SIS-000472,Synthetic Student 472,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-019,TCH-005,high,Assignment 13,Assignment 14,79.15,80.54,true,true,1.3900000000000006,1.39,73.6477,79.8784,6.2307,stable
2031-2032,6,SYN-SIS-000473,Synthetic Student 473,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,TCH-005,normal,Assignment 13,Assignment 14,55.86,67.92,true,true,12.060000000000002,12.06,54.1122,61.883,7.7708,positive_growth
2031-2032,6,SYN-SIS-000474,Synthetic Student 474,12,MATH-PRECALC,Precalculus,regular,Y06-SEC-015,TCH-003,high,Assignment 13,Assignment 14,40.26,49.52,true,true,9.260000000000005,9.26,41.7195,42.7205,1.001,positive_growth
2031-2032,6,SYN-SIS-000482,Synthetic Student 482,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,TCH-005,normal,Assignment 13,Assignment 14,73.73,73.14,true,true,-0.5900000000000034,-0.59,72.4943,73.036,0.5417,stable
2031-2032,6,SYN-SIS-000513,Synthetic Student 513,11,MATH-PRECALC,Precalculus,regular,Y06-SEC-015,TCH-003,normal,Assignment 13,Assignment 14,7.88,15.15,true,true,7.2700000000000005,7.27,9.532,20.4517,10.9197,positive_growth
2031-2032,6,SYN-SIS-000522,Synthetic Student 522,11,MATH-PRECALC,Precalculus,regular,Y06-SEC-017,TCH-003,normal,Assignment 13,Assignment 14,41.66,45.59,true,true,3.930000000000007,3.93,41.1163,49.0034,7.8871,stable
2031-2032,6,SYN-SIS-000526,Synthetic Student 526,11,MATH-ALG2-H,Honors Algebra 2,honors,Y06-SEC-009,TCH-003,normal,Assignment 13,Assignment 14,82.89,81.28,true,true,-1.6099999999999994,-1.61,78.7021,83.0951,4.393,stable
2031-2032,6,SYN-SIS-000543,Synthetic Student 543,11,MATH-ALG2,Algebra 2,regular,Y06-SEC-007,TCH-002,normal,Assignment 13,Assignment 14,41.64,43.39,true,true,1.75,1.75,40.3727,43.3848,3.0121,stable
2031-2032,6,SYN-SIS-000552,Synthetic Student 552,11,MATH-ALG2-H,Honors Algebra 2,honors,Y06-SEC-010,TCH-003,high,Assignment 13,Assignment 14,64.54,64.78,true,true,0.23999999999999488,0.24,64.447,66.4314,1.9844,stable
2031-2032,6,SYN-SIS-000558,Synthetic Student 558,11,MATH-ALG2-H,Honors Algebra 2,honors,Y06-SEC-010,TCH-003,high,Assignment 13,Assignment 14,82.9,90.52,true,true,7.61999999999999,7.62,86.8704,89.8781,3.0077,positive_growth
2031-2032,6,SYN-SIS-000565,Synthetic Student 565,11,MATH-ALG2,Algebra 2,regular,Y06-SEC-006,TCH-002,normal,Assignment 13,Assignment 14,32.85,39.76,true,true,6.909999999999997,6.91,32.6916,40.0648,7.3732,positive_growth
2031-2032,6,SYN-SIS-000584,Synthetic Student 584,10,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-011,TCH-004,normal,Assignment 13,Assignment 14,47.04,59.89,true,true,12.850000000000001,12.85,53.4897,59.0064,5.5167,positive_growth
2031-2032,6,SYN-SIS-000587,Synthetic Student 587,10,MATH-GEOM,Geometry,regular,Y06-SEC-003,TCH-001,high,Assignment 13,Assignment 14,38.76,49.26,true,true,10.5,10.5,41.9412,49.2344,7.2932,positive_growth
2031-2032,6,SYN-SIS-000588,Synthetic Student 588,10,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-012,TCH-004,normal,Assignment 13,Assignment 14,55.11,62.75,true,true,7.640000000000001,7.64,54.2187,58.777,4.5583,positive_growth
2031-2032,6,SYN-SIS-000599,Synthetic Student 599,10,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-013,TCH-004,at_risk,Assignment 13,Assignment 14,0.0,48.71,false,true,,-2.08,46.021,55.3749,9.3539,first_evidence_eoy
2031-2032,6,SYN-SIS-000600,Synthetic Student 600,10,MATH-GEOM,Geometry,regular,Y06-SEC-004,TCH-002,normal,Assignment 13,Assignment 14,31.32,0.0,true,false,,,34.2149,48.8528,14.6379,absent_eoy
2031-2032,6,SYN-SIS-000602,Synthetic Student 602,10,MATH-ALG2,Algebra 2,regular,Y06-SEC-007,TCH-002,high,Assignment 13,Assignment 14,38.92,48.14,true,true,9.219999999999999,9.22,38.9506,44.8844,5.9338,positive_growth
2031-2032,6,SYN-SIS-000608,Synthetic Student 608,10,MATH-ALG2,Algebra 2,regular,Y06-SEC-006,TCH-002,normal,Assignment 13,Assignment 14,45.98,52.35,true,true,6.3700000000000045,6.37,47.8798,53.0348,5.155,positive_growth
2031-2032,6,SYN-SIS-000620,Synthetic Student 620,10,MATH-ALG2,Algebra 2,regular,Y06-SEC-006,TCH-002,high,Assignment 13,Assignment 14,15.97,29.22,true,true,13.249999999999998,13.25,13.4718,23.881,10.4092,positive_growth
2031-2032,6,SYN-SIS-000645,Synthetic Student 645,9,MATH-GEOM,Geometry,regular,Y06-SEC-003,TCH-001,at_risk,Assignment 13,Assignment 14,15.27,27.56,true,true,12.29,12.29,17.63,25.4425,7.8125,positive_growth
2031-2032,6,SYN-SIS-000654,Synthetic Student 654,9,MATH-ALG2-H,Honors Algebra 2,honors,Y06-SEC-009,TCH-003,high,Assignment 13,Assignment 14,52.33,51.33,true,true,-1.0,-1.0,50.34,51.1498,0.8098,stable
2031-2032,6,SYN-SIS-000661,Synthetic Student 661,9,MATH-ALG2-H,Honors Algebra 2,honors,Y06-SEC-009,TCH-003,normal,Assignment 13,Assignment 14,60.2,67.31,true,true,7.109999999999999,7.11,62.08,69.945,7.865,positive_growth
2031-2032,6,SYN-SIS-000663,Synthetic Student 663,9,MATH-GEOM,Geometry,regular,Y06-SEC-004,TCH-002,high,Assignment 13,Assignment 14,21.09,28.7,true,true,7.609999999999999,7.61,19.91,29.1136,9.2036,positive_growth
2031-2032,6,SYN-SIS-000670,Synthetic Student 670,9,MATH-GEOM,Geometry,regular,Y06-SEC-002,TCH-002,normal,Assignment 13,Assignment 14,55.88,65.16,true,true,9.279999999999994,9.28,53.93,61.673,7.743,positive_growth
2031-2032,6,SYN-SIS-000672,Synthetic Student 672,9,MATH-ALG1,Algebra 1,regular,Y06-SEC-001,TCH-001,high,Assignment 13,Assignment 14,31.74,29.35,true,true,-2.389999999999997,-2.39,31.35,37.5728,6.2228,stable
2031-2032,6,SYN-SIS-000687,Synthetic Student 687,9,MATH-GEOM,Geometry,regular,Y06-SEC-005,TCH-001,normal,Assignment 13,Assignment 14,0.0,39.71,false,true,,,32.59,41.5409,8.9509,first_evidence_eoy
2031-2032,6,SYN-SIS-000694,Synthetic Student 694,9,MATH-GEOM,Geometry,regular,Y06-SEC-003,TCH-001,normal,Assignment 13,Assignment 14,23.83,31.77,true,true,7.940000000000001,7.94,24.03,32.7149,8.6849,positive_growth
2025-2026,0,SYN-SIS-000001,Synthetic Student 001,9,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,TCH-003,normal,Assignment 01,Assignment 02,0.0,44.19,false,true,,,40.32,44.7896,4.4696,first_evidence_eoy
2025-2026,0,SYN-SIS-000003,Synthetic Student 003,11,MATH-ALG2,Algebra 2,regular,Y00-SEC-011,TCH-003,high,Assignment 01,Assignment 02,21.44,26.9,true,true,5.459999999999997,5.46,18.64,29.6545,11.0145,positive_growth
2025-2026,0,SYN-SIS-000011,Synthetic Student 011,9,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-018,TCH-004,high,Assignment 01,Assignment 02,0.0,47.07,false,true,,,32.59,43.386,10.796,first_evidence_eoy
2025-2026,0,SYN-SIS-000020,Synthetic Student 020,11,MATH-PRECALC,Precalculus,regular,Y00-SEC-020,TCH-004,high,Assignment 01,Assignment 02,77.78,85.27,true,true,7.489999999999995,7.49,79.96,82.762,2.802,positive_growth
2025-2026,0,SYN-SIS-000033,Synthetic Student 033,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,TCH-002,at_risk,Assignment 01,Assignment 02,35.64,0.0,true,false,,,36.37,45.5232,9.1532,absent_eoy
2025-2026,0,SYN-SIS-000037,Synthetic Student 037,11,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-016,TCH-004,high,Assignment 01,Assignment 02,42.31,49.25,true,true,6.939999999999998,6.94,42.5,48.8171,6.3171,positive_growth
2025-2026,0,SYN-SIS-000038,Synthetic Student 038,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,TCH-005,normal,Assignment 01,Assignment 02,59.96,65.72,true,true,5.759999999999998,5.76,60.25,67.189,6.939,positive_growth
2025-2026,0,SYN-SIS-000041,Synthetic Student 041,11,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-016,TCH-004,normal,Assignment 01,Assignment 02,0.0,56.58,false,true,,,55.04,59.4382,4.3982,first_evidence_eoy
2025-2026,0,SYN-SIS-000044,Synthetic Student 044,12,MATH-PRECALC,Precalculus,regular,Y00-SEC-019,TCH-004,high,Assignment 01,Assignment 02,32.96,34.47,true,true,1.509999999999998,1.51,29.61,38.8194,9.2094,stable
2025-2026,0,SYN-SIS-000045,Synthetic Student 045,9,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,TCH-003,high,Assignment 01,Assignment 02,35.67,45.86,true,true,10.189999999999998,10.19,42.31,47.569,5.259,positive_growth
2025-2026,0,SYN-SIS-000048,Synthetic Student 048,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y00-SEC-026,TCH-005,normal,Assignment 01,Assignment 02,45.74,55.24,true,true,9.5,9.5,49.65,55.5036,5.8536,positive_growth
2025-2026,0,SYN-SIS-000066,Synthetic Student 066,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,TCH-002,normal,Assignment 01,Assignment 02,60.92,64.71,true,true,3.789999999999992,3.79,63.19,62.9489,-0.2411,stable
2025-2026,0,SYN-SIS-000073,Synthetic Student 073,10,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-018,TCH-004,high,Assignment 01,Assignment 02,60.97,62.47,true,true,1.5,1.5,60.95,62.784,1.834,stable
2025-2026,0,SYN-SIS-000074,Synthetic Student 074,12,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-016,TCH-004,normal,Assignment 01,Assignment 02,37.04,38.39,true,true,1.3500000000000014,1.35,32.44,41.919,9.479,stable
2025-2026,0,SYN-SIS-000075,Synthetic Student 075,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,TCH-005,high,Assignment 01,Assignment 02,82.66,87.41,true,true,4.75,4.75,85.49,88.4428,2.9528,stable
2025-2026,0,SYN-SIS-000079,Synthetic Student 079,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,TCH-002,high,Assignment 01,Assignment 02,69.39,73.34,true,true,3.950000000000003,3.95,67.41,72.7857,5.3757,stable
2025-2026,0,SYN-SIS-000081,Synthetic Student 081,9,MATH-ALG1,Algebra 1,regular,Y00-SEC-001,TCH-001,normal,Assignment 01,Assignment 02,91.85,94.94,true,true,3.0900000000000034,3.09,88.43,92.0224,3.5924,stable
2025-2026,0,SYN-SIS-000085,Synthetic Student 085,9,MATH-GEOM,Geometry,regular,Y00-SEC-007,TCH-001,high,Assignment 01,Assignment 02,52.06,54.05,true,true,1.9899999999999949,1.99,51.38,60.761,9.381,stable
2025-2026,0,SYN-SIS-000086,Synthetic Student 086,9,MATH-ALG1,Algebra 1,regular,Y00-SEC-002,TCH-001,high,Assignment 01,Assignment 02,58.31,63.55,true,true,5.239999999999995,5.24,57.54,61.1978,3.6578,positive_growth
2025-2026,0,SYN-SIS-000106,Synthetic Student 106,12,MATH-PRECALC,Precalculus,regular,Y00-SEC-019,TCH-004,high,Assignment 01,Assignment 02,74.01,69.98,true,true,-4.030000000000001,-4.03,72.6,74.8046,2.2046,stable
2025-2026,0,SYN-SIS-000108,Synthetic Student 108,11,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,TCH-003,high,Assignment 01,Assignment 02,46.33,57.66,true,true,11.329999999999998,11.33,46.17,51.4322,5.2622,positive_growth
2025-2026,0,SYN-SIS-000109,Synthetic Student 109,10,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,TCH-003,high,Assignment 01,Assignment 02,71.06,78.19,true,true,7.1299999999999955,7.13,72.24,76.0905,3.8505,positive_growth
2025-2026,0,SYN-SIS-000112,Synthetic Student 112,9,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,TCH-003,high,Assignment 01,Assignment 02,10.69,17.96,true,true,7.270000000000001,7.27,10.25,20.1278,9.8778,positive_growth
2025-2026,0,SYN-SIS-000113,Synthetic Student 113,9,MATH-ALG1,Algebra 1,regular,Y00-SEC-001,TCH-001,high,Assignment 01,Assignment 02,15.23,22.82,true,true,7.59,7.59,16.68,23.0362,6.3562,positive_growth
2025-2026,0,SYN-SIS-000115,Synthetic Student 115,10,MATH-ALG1,Algebra 1,regular,Y00-SEC-001,TCH-001,normal,Assignment 01,Assignment 02,0.0,64.64,false,true,,,54.41,58.3807,3.9707,first_evidence_eoy
2025-2026,0,SYN-SIS-000119,Synthetic Student 119,9,MATH-GEOM,Geometry,regular,Y00-SEC-005,TCH-001,high,Assignment 01,Assignment 02,44.69,44.51,true,true,-0.17999999999999972,-0.18,41.89,45.6731,3.7831,stable
2025-2026,0,SYN-SIS-000121,Synthetic Student 121,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,TCH-002,high,Assignment 01,Assignment 02,95.39,91.22,true,true,-4.170000000000002,-4.17,90.44,94.1971,3.7571,stable
2025-2026,0,SYN-SIS-000125,Synthetic Student 125,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-024,TCH-005,high,Assignment 01,Assignment 02,62.42,74.39,true,true,11.969999999999999,11.97,62.94,70.4951,7.5551,positive_growth
2025-2026,0,SYN-SIS-000133,Synthetic Student 133,11,MATH-ALG2,Algebra 2,regular,Y00-SEC-011,TCH-003,normal,Assignment 01,Assignment 02,93.93,99.28,true,true,5.349999999999994,5.35,92.38,98.6222,6.2422,positive_growth
2025-2026,0,SYN-SIS-000148,Synthetic Student 148,10,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,TCH-003,normal,Assignment 01,Assignment 02,33.43,50.06,true,true,16.630000000000003,16.63,38.01,46.1164,8.1064,large_positive_growth
2025-2026,0,SYN-SIS-000150,Synthetic Student 150,9,MATH-GEOM,Geometry,regular,Y00-SEC-005,TCH-001,normal,Assignment 01,Assignment 02,63.82,73.0,true,true,9.18,9.18,67.31,73.0542,5.7442,positive_growth
2025-2026,0,SYN-SIS-000156,Synthetic Student 156,9,MATH-GEOM,Geometry,regular,Y00-SEC-007,TCH-001,normal,Assignment 01,Assignment 02,6.64,20.45,true,true,13.809999999999999,13.81,8.4,22.6428,14.2428,positive_growth
2025-2026,0,SYN-SIS-000164,Synthetic Student 164,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-011,TCH-003,normal,Assignment 01,Assignment 02,26.5,33.04,true,true,6.539999999999999,6.54,24.0,32.5145,8.5145,positive_growth
2025-2026,0,SYN-SIS-000175,Synthetic Student 175,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,TCH-005,normal,Assignment 01,Assignment 02,38.77,48.16,true,true,9.389999999999993,9.39,40.04,49.0061,8.9661,positive_growth
2025-2026,0,SYN-SIS-000178,Synthetic Student 178,9,MATH-GEOM,Geometry,regular,Y00-SEC-006,TCH-002,high,Assignment 01,Assignment 02,7.22,18.31,true,true,11.09,11.09,7.0,17.1223,10.1223,positive_growth
2025-2026,0,SYN-SIS-000179,Synthetic Student 179,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-022,TCH-005,at_risk,Assignment 01,Assignment 02,65.54,75.57,true,true,10.029999999999987,10.03,66.31,70.5727,4.2627,positive_growth
2025-2026,0,SYN-SIS-000186,Synthetic Student 186,11,MATH-PRECALC,Precalculus,regular,Y00-SEC-019,TCH-004,high,Assignment 01,Assignment 02,11.21,25.25,true,true,14.04,14.04,14.46,23.6598,9.1998,positive_growth
2025-2026,0,SYN-SIS-000200,Synthetic Student 200,9,MATH-GEOM,Geometry,regular,Y00-SEC-003,TCH-002,high,Assignment 01,Assignment 02,44.24,48.59,true,true,4.350000000000001,4.35,41.08,47.914,6.834,stable
2025-2026,0,SYN-SIS-000212,Synthetic Student 212,10,MATH-GEOM,Geometry,regular,Y00-SEC-008,TCH-002,normal,Assignment 01,Assignment 02,0.0,44.47,false,true,,,43.57,46.2155,2.6455,first_evidence_eoy
2025-2026,0,SYN-SIS-000217,Synthetic Student 217,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y00-SEC-026,TCH-005,normal,Assignment 01,Assignment 02,89.74,95.12,true,true,5.38000000000001,5.38,89.42,94.895,5.475,positive_growth
2025-2026,0,SYN-SIS-000219,Synthetic Student 219,9,MATH-GEOM,Geometry,regular,Y00-SEC-005,TCH-001,at_risk,Assignment 01,Assignment 02,25.8,35.81,true,true,10.010000000000002,10.01,29.95,37.6351,7.6851,positive_growth
2025-2026,0,SYN-SIS-000222,Synthetic Student 222,9,MATH-GEOM,Geometry,regular,Y00-SEC-007,TCH-001,normal,Assignment 01,Assignment 02,25.05,33.93,true,true,8.879999999999999,8.88,26.42,33.0857,6.6657,positive_growth
2025-2026,0,SYN-SIS-000227,Synthetic Student 227,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,TCH-005,normal,Assignment 01,Assignment 02,100.0,96.28,true,true,-3.719999999999999,-3.72,99.15,97.7961,-1.3539,stable
2025-2026,0,SYN-SIS-000230,Synthetic Student 230,10,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,TCH-003,high,Assignment 01,Assignment 02,29.01,34.11,true,true,5.099999999999998,5.1,27.64,35.3698,7.7298,positive_growth
2025-2026,0,SYN-SIS-000254,Synthetic Student 254,10,MATH-ALG1,Algebra 1,regular,Y00-SEC-002,TCH-001,normal,Assignment 01,Assignment 02,38.9,54.82,true,true,15.920000000000002,15.92,46.36,51.034,4.674,large_positive_growth
2025-2026,0,SYN-SIS-000264,Synthetic Student 264,11,MATH-PRECALC,Precalculus,regular,Y00-SEC-019,TCH-004,normal,Assignment 01,Assignment 02,22.92,28.94,true,true,6.02,6.02,20.5,24.3264,3.8264,positive_growth
2025-2026,0,SYN-SIS-000268,Synthetic Student 268,9,MATH-GEOM,Geometry,regular,Y00-SEC-004,TCH-002,high,Assignment 01,Assignment 02,26.69,28.02,true,true,1.3299999999999983,1.33,22.14,28.1499,6.0099,stable
2025-2026,0,SYN-SIS-000271,Synthetic Student 271,9,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,TCH-003,high,Assignment 01,Assignment 02,63.93,72.3,true,true,8.369999999999997,8.37,62.78,69.2759,6.4959,positive_growth
2025-2026,0,SYN-SIS-000283,Synthetic Student 283,9,MATH-GEOM,Geometry,regular,Y00-SEC-003,TCH-002,high,Assignment 01,Assignment 02,25.38,27.57,true,true,2.1900000000000013,2.19,26.21,32.2566,6.0466,stable
2025-2026,0,SYN-SIS-000284,Synthetic Student 284,12,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-016,TCH-004,at_risk,Assignment 01,Assignment 02,44.13,0.0,true,false,,,40.01,47.7498,7.7398,absent_eoy
2026-2027,1,SYN-SIS-000002,Synthetic Student 002,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-018,TCH-003,high,Assignment 03,Assignment 04,56.8,62.83,true,true,6.030000000000001,6.03,58.4509,60.3102,1.8593,positive_growth
2026-2027,1,SYN-SIS-000006,Synthetic Student 006,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-023,TCH-005,normal,Assignment 03,Assignment 04,56.63,57.36,true,true,0.7299999999999969,0.73,55.709,60.3894,4.6804,stable
