school_year,sis_user_id,canonical_student_label,canvas_student_label,canonical_course_id,canvas_course_id,canonical_section_id,canvas_section_id,canonical_teacher_id,canvas_teacher_id,canonical_enrollment_status,canvas_enrollment_status,canvas_email,reconciliation_status
2026-2027,SYN-SIS-000161,Synthetic Student 161,Synthetic Student 161,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y01-SEC-021,Y01-SEC-021,TCH-005,TCH-005,active,active,aevans27@schoolname.example,matched
2026-2027,SYN-SIS-000186,Synthetic Student 186,Synthetic Student 186,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y01-SEC-021,Y01-SEC-021,TCH-005,TCH-005,active,active,fkim27@schoolname.example,matched
2026-2027,SYN-SIS-000203,Synthetic Student 203,Synthetic Student 203,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y01-SEC-021,Y01-SEC-021,TCH-005,TCH-005,active,active,cibrahim27@schoolname.example,matched
2026-2027,SYN-SIS-000211,Synthetic Student 211,Synthetic Student 211,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y01-SEC-021,Y01-SEC-021,TCH-005,TCH-005,active,active,kstone27@schoolname.example,matched
2026-2027,SYN-SIS-000276,Synthetic Student 276,Synthetic Student 276,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y01-SEC-021,Y01-SEC-021,TCH-005,TCH-005,active,active,qevans27@schoolname.example,matched
2026-2027,SYN-SIS-000015,Synthetic Student 015,Synthetic Student 015,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-022,Y01-SEC-022,TCH-005,TCH-005,active,active,pkim27@schoolname.example,matched
2026-2027,SYN-SIS-000026,Synthetic Student 026,Synthetic Student 026,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-022,Y01-SEC-022,TCH-005,TCH-005,active,active,fchen28@schoolname.example,matched
2026-2027,SYN-SIS-000053,Synthetic Student 053,Synthetic Student 053,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-022,Y01-SEC-022,TCH-005,TCH-005,active,active,mkim29@schoolname.example,matched
2026-2027,SYN-SIS-000067,Synthetic Student 067,Synthetic Student 067,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-022,Y01-SEC-022,TCH-005,TCH-005,active,active,gflores28@schoolname.example,matched
2026-2027,SYN-SIS-000077,Synthetic Student 077,Synthetic Student 077,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-022,Y01-SEC-022,TCH-005,TCH-005,active,active,rprice27@schoolname.example,matched
2026-2027,SYN-SIS-000082,Synthetic Student 082,Synthetic Student 082,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-022,Y01-SEC-022,TCH-005,TCH-005,active,active,bbrooks27@schoolname.example,matched
2026-2027,SYN-SIS-000139,Synthetic Student 139,Synthetic Student 139,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-022,Y01-SEC-022,TCH-005,TCH-005,active,active,tpatel27@schoolname.example,matched
2026-2027,SYN-SIS-000147,Synthetic Student 147,Synthetic Student 147,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-022,Y01-SEC-022,TCH-005,TCH-005,active,active,gjohnson27@schoolname.example,matched
2026-2027,SYN-SIS-000158,Synthetic Student 158,Synthetic Student 158,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-022,Y01-SEC-022,TCH-005,TCH-005,active,active,spatel27@schoolname.example,matched
2026-2027,SYN-SIS-000185,Synthetic Student 185,Synthetic Student 185,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-022,Y01-SEC-022,TCH-005,TCH-005,active,active,ejohnson27@schoolname.example,matched
2026-2027,SYN-SIS-000201,Synthetic Student 201,Synthetic Student 201,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-022,Y01-SEC-022,TCH-005,TCH-005,active,active,agarcia28@schoolname.example,matched
2026-2027,SYN-SIS-000226,Synthetic Student 226,Synthetic Student 226,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-022,Y01-SEC-022,TCH-005,TCH-005,active,active,fmartinez27@schoolname.example,matched
2026-2027,SYN-SIS-000258,Synthetic Student 258,Synthetic Student 258,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-022,Y01-SEC-022,TCH-005,TCH-005,active,active,sflores28@schoolname.example,matched
2026-2027,SYN-SIS-000262,Synthetic Student 262,Synthetic Student 262,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-022,Y01-SEC-022,TCH-005,TCH-005,active,active,bkim27@schoolname.example,matched
2026-2027,SYN-SIS-000006,Synthetic Student 006,Synthetic Student 006,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-023,Y01-SEC-023,TCH-005,TCH-005,active,active,fbrooks27@schoolname.example,matched
2026-2027,SYN-SIS-000009,Synthetic Student 009,Synthetic Student 009,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-023,Y01-SEC-023,TCH-005,TCH-005,active,active,ievans27@schoolname.example,matched
2026-2027,SYN-SIS-000021,Synthetic Student 021,Synthetic Student 021,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-023,Y01-SEC-023,TCH-005,TCH-005,active,active,amiller27@schoolname.example,matched
2026-2027,SYN-SIS-000038,Synthetic Student 038,Synthetic Student 038,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-023,Y01-SEC-023,TCH-005,TCH-005,active,active,sortiz27@schoolname.example,matched
2026-2027,SYN-SIS-000068,Synthetic Student 068,Synthetic Student 068,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-023,Y01-SEC-023,TCH-005,TCH-005,active,active,hgarcia27@schoolname.example,matched
2026-2027,SYN-SIS-000075,Synthetic Student 075,Synthetic Student 075,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-023,Y01-SEC-023,TCH-005,TCH-005,active,active,pnelson27@schoolname.example,matched
2026-2027,SYN-SIS-000107,Synthetic Student 107,Synthetic Student 107,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-023,Y01-SEC-023,TCH-005,TCH-005,active,active,ghayes27@schoolname.example,matched
2026-2027,SYN-SIS-000175,Synthetic Student 175,Synthetic Student 175,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-023,Y01-SEC-023,TCH-005,TCH-005,active,active,privera27@schoolname.example,matched
2026-2027,SYN-SIS-000183,Synthetic Student 183,Synthetic Student 183,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-023,Y01-SEC-023,TCH-005,TCH-005,active,active,chayes28@schoolname.example,matched
2026-2027,SYN-SIS-000210,Synthetic Student 210,Synthetic Student 210,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-023,Y01-SEC-023,TCH-005,TCH-005,active,active,jprice27@schoolname.example,matched
2026-2027,SYN-SIS-000223,Synthetic Student 223,Synthetic Student 223,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-023,Y01-SEC-023,TCH-005,TCH-005,active,active,cjohnson27@schoolname.example,matched
2026-2027,SYN-SIS-000227,Synthetic Student 227,Synthetic Student 227,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-023,Y01-SEC-023,TCH-005,TCH-005,active,active,gnelson27@schoolname.example,matched
2026-2027,SYN-SIS-000247,Synthetic Student 247,Synthetic Student 247,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y01-SEC-023,Y01-SEC-023,TCH-005,TCH-005,active,active,gortiz27@schoolname.example,matched
2026-2027,SYN-SIS-000045,Synthetic Student 045,Synthetic Student 045,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-013,Y01-SEC-013,TCH-004,TCH-004,active,active,echen29@schoolname.example,matched
2026-2027,SYN-SIS-000055,Synthetic Student 055,Synthetic Student 055,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-013,Y01-SEC-013,TCH-004,TCH-004,active,active,pmartinez29@schoolname.example,matched
2026-2027,SYN-SIS-000092,Synthetic Student 092,Synthetic Student 092,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-013,Y01-SEC-013,TCH-004,TCH-004,active,active,llewis29@schoolname.example,matched
2026-2027,SYN-SIS-000108,Synthetic Student 108,Synthetic Student 108,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-013,Y01-SEC-013,TCH-004,TCH-004,active,active,hibrahim27@schoolname.example,matched
2026-2027,SYN-SIS-000130,Synthetic Student 130,Synthetic Student 130,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-013,Y01-SEC-013,TCH-004,TCH-004,active,active,jlewis27@schoolname.example,matched
2026-2027,SYN-SIS-000135,Synthetic Student 135,Synthetic Student 135,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-013,Y01-SEC-013,TCH-004,TCH-004,active,active,pstone27@schoolname.example,matched
2026-2027,SYN-SIS-000148,Synthetic Student 148,Synthetic Student 148,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-013,Y01-SEC-013,TCH-004,TCH-004,active,active,hkim28@schoolname.example,matched
2026-2027,SYN-SIS-000177,Synthetic Student 177,Synthetic Student 177,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-013,Y01-SEC-013,TCH-004,TCH-004,active,active,rpatel29@schoolname.example,matched
2026-2027,SYN-SIS-000192,Synthetic Student 192,Synthetic Student 192,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-013,Y01-SEC-013,TCH-004,TCH-004,active,active,lstone27@schoolname.example,matched
2026-2027,SYN-SIS-000196,Synthetic Student 196,Synthetic Student 196,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-013,Y01-SEC-013,TCH-004,TCH-004,active,active,qpatel29@schoolname.example,matched
2026-2027,SYN-SIS-000237,Synthetic Student 237,Synthetic Student 237,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-013,Y01-SEC-013,TCH-004,TCH-004,active,active,rdavis28@schoolname.example,matched
2026-2027,SYN-SIS-000281,Synthetic Student 281,Synthetic Student 281,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-013,Y01-SEC-013,TCH-004,TCH-004,active,active,akim29@schoolname.example,matched
2026-2027,SYN-SIS-000001,Synthetic Student 001,Synthetic Student 001,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-014,Y01-SEC-014,TCH-004,TCH-004,active,active,astone29@schoolname.example,matched
2026-2027,SYN-SIS-000016,Synthetic Student 016,Synthetic Student 016,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-014,Y01-SEC-014,TCH-004,TCH-004,active,active,qlewis29@schoolname.example,matched
2026-2027,SYN-SIS-000057,Synthetic Student 057,Synthetic Student 057,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-014,Y01-SEC-014,TCH-004,TCH-004,active,active,rortiz29@schoolname.example,matched
2026-2027,SYN-SIS-000090,Synthetic Student 090,Synthetic Student 090,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-014,Y01-SEC-014,TCH-004,TCH-004,active,active,jjohnson27@schoolname.example,matched
2026-2027,SYN-SIS-000094,Synthetic Student 094,Synthetic Student 094,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-014,Y01-SEC-014,TCH-004,TCH-004,active,active,nnelson28@schoolname.example,matched
2026-2027,SYN-SIS-000098,Synthetic Student 098,Synthetic Student 098,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-014,Y01-SEC-014,TCH-004,TCH-004,active,active,smiller28@schoolname.example,matched
2026-2027,SYN-SIS-000159,Synthetic Student 159,Synthetic Student 159,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-014,Y01-SEC-014,TCH-004,TCH-004,active,active,tbrooks28@schoolname.example,matched
2026-2027,SYN-SIS-000238,Synthetic Student 238,Synthetic Student 238,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-014,Y01-SEC-014,TCH-004,TCH-004,active,active,sevans28@schoolname.example,matched
2026-2027,SYN-SIS-000257,Synthetic Student 257,Synthetic Student 257,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-014,Y01-SEC-014,TCH-004,TCH-004,active,active,revans28@schoolname.example,matched
2026-2027,SYN-SIS-000271,Synthetic Student 271,Synthetic Student 271,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-014,Y01-SEC-014,TCH-004,TCH-004,active,active,knguyen29@schoolname.example,matched
2026-2027,SYN-SIS-000274,Synthetic Student 274,Synthetic Student 274,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-014,Y01-SEC-014,TCH-004,TCH-004,active,active,nchen29@schoolname.example,matched
2026-2027,SYN-SIS-000109,Synthetic Student 109,Synthetic Student 109,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-015,Y01-SEC-015,TCH-004,TCH-004,active,active,ijohnson28@schoolname.example,matched
2026-2027,SYN-SIS-000127,Synthetic Student 127,Synthetic Student 127,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-015,Y01-SEC-015,TCH-004,TCH-004,active,active,gibrahim29@schoolname.example,matched
2026-2027,SYN-SIS-000155,Synthetic Student 155,Synthetic Student 155,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-015,Y01-SEC-015,TCH-004,TCH-004,active,active,pmiller28@schoolname.example,matched
2026-2027,SYN-SIS-000173,Synthetic Student 173,Synthetic Student 173,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-015,Y01-SEC-015,TCH-004,TCH-004,active,active,mstone29@schoolname.example,matched
2026-2027,SYN-SIS-000174,Synthetic Student 174,Synthetic Student 174,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-015,Y01-SEC-015,TCH-004,TCH-004,active,active,nmiller28@schoolname.example,matched
2026-2027,SYN-SIS-000181,Synthetic Student 181,Synthetic Student 181,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-015,Y01-SEC-015,TCH-004,TCH-004,active,active,aflores28@schoolname.example,matched
2026-2027,SYN-SIS-000202,Synthetic Student 202,Synthetic Student 202,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-015,Y01-SEC-015,TCH-004,TCH-004,active,active,bhayes28@schoolname.example,matched
2026-2027,SYN-SIS-000236,Synthetic Student 236,Synthetic Student 236,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-015,Y01-SEC-015,TCH-004,TCH-004,active,active,qchen29@schoolname.example,matched
2026-2027,SYN-SIS-000255,Synthetic Student 255,Synthetic Student 255,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-015,Y01-SEC-015,TCH-004,TCH-004,active,active,pchen27@schoolname.example,matched
2026-2027,SYN-SIS-000272,Synthetic Student 272,Synthetic Student 272,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-015,Y01-SEC-015,TCH-004,TCH-004,active,active,lpatel27@schoolname.example,matched
2026-2027,SYN-SIS-000307,Synthetic Student 307,Synthetic Student 307,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-015,Y01-SEC-015,TCH-004,TCH-004,active,active,gmiller30@schoolname.example,matched
2026-2027,SYN-SIS-000013,Synthetic Student 013,Synthetic Student 013,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-016,Y01-SEC-016,TCH-004,TCH-004,active,active,mibrahim28@schoolname.example,matched
2026-2027,SYN-SIS-000027,Synthetic Student 027,Synthetic Student 027,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-016,Y01-SEC-016,TCH-004,TCH-004,active,active,gdavis28@schoolname.example,matched
2026-2027,SYN-SIS-000031,Synthetic Student 031,Synthetic Student 031,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-016,Y01-SEC-016,TCH-004,TCH-004,active,active,khayes29@schoolname.example,matched
2026-2027,SYN-SIS-000112,Synthetic Student 112,Synthetic Student 112,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-016,Y01-SEC-016,TCH-004,TCH-004,active,active,lmartinez29@schoolname.example,matched
2026-2027,SYN-SIS-000120,Synthetic Student 120,Synthetic Student 120,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-016,Y01-SEC-016,TCH-004,TCH-004,active,active,vpatel28@schoolname.example,matched
2026-2027,SYN-SIS-000154,Synthetic Student 154,Synthetic Student 154,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-016,Y01-SEC-016,TCH-004,TCH-004,active,active,nstone27@schoolname.example,matched
2026-2027,SYN-SIS-000160,Synthetic Student 160,Synthetic Student 160,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-016,Y01-SEC-016,TCH-004,TCH-004,active,active,vchen29@schoolname.example,matched
2026-2027,SYN-SIS-000230,Synthetic Student 230,Synthetic Student 230,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-016,Y01-SEC-016,TCH-004,TCH-004,active,active,jstone28@schoolname.example,matched
2026-2027,SYN-SIS-000241,Synthetic Student 241,Synthetic Student 241,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-016,Y01-SEC-016,TCH-004,TCH-004,active,active,aibrahim28@schoolname.example,matched
2026-2027,SYN-SIS-000251,Synthetic Student 251,Synthetic Student 251,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-016,Y01-SEC-016,TCH-004,TCH-004,active,active,krivera29@schoolname.example,matched
2026-2027,SYN-SIS-000337,Synthetic Student 337,Synthetic Student 337,MATH-AP-PRECALC,MATH-AP-PRECALC,Y01-SEC-016,Y01-SEC-016,TCH-004,TCH-004,active,active,ribrahim30@schoolname.example,matched
2026-2027,SYN-SIS-000008,Synthetic Student 008,Synthetic Student 008,MATH-BEYOND-CORE,MATH-BEYOND-CORE,Y01-SEC-024,Y01-SEC-024,TCH-005,TCH-005,active,active,hdavis27@schoolname.example,matched
2026-2027,SYN-SIS-000136,Synthetic Student 136,Synthetic Student 136,MATH-BEYOND-CORE,MATH-BEYOND-CORE,Y01-SEC-024,Y01-SEC-024,TCH-005,TCH-005,active,active,qmiller27@schoolname.example,matched
2026-2027,SYN-SIS-000220,Synthetic Student 220,Synthetic Student 220,MATH-BEYOND-CORE,MATH-BEYOND-CORE,Y01-SEC-024,Y01-SEC-024,TCH-005,TCH-005,active,active,vflores27@schoolname.example,matched
2026-2027,SYN-SIS-000228,Synthetic Student 228,Synthetic Student 228,MATH-BEYOND-CORE,MATH-BEYOND-CORE,Y01-SEC-024,Y01-SEC-024,TCH-005,TCH-005,active,active,hortiz27@schoolname.example,matched
2026-2027,SYN-SIS-000046,Synthetic Student 046,Synthetic Student 046,MATH-GEOM,MATH-GEOM,Y01-SEC-002,Y01-SEC-002,TCH-002,TCH-002,active,active,fdavis29@schoolname.example,matched
2026-2027,SYN-SIS-000172,Synthetic Student 172,Synthetic Student 172,MATH-GEOM,MATH-GEOM,Y01-SEC-002,Y01-SEC-002,TCH-002,TCH-002,active,active,lprice29@schoolname.example,matched
2026-2027,SYN-SIS-000204,Synthetic Student 204,Synthetic Student 204,MATH-GEOM,MATH-GEOM,Y01-SEC-002,Y01-SEC-002,TCH-002,TCH-002,active,active,djohnson29@schoolname.example,matched
2026-2027,SYN-SIS-000263,Synthetic Student 263,Synthetic Student 263,MATH-GEOM,MATH-GEOM,Y01-SEC-002,Y01-SEC-002,TCH-002,TCH-002,active,active,clewis29@schoolname.example,matched
2026-2027,SYN-SIS-000295,Synthetic Student 295,Synthetic Student 295,MATH-GEOM,MATH-GEOM,Y01-SEC-002,Y01-SEC-002,TCH-002,TCH-002,active,active,pevans30@schoolname.example,matched
2026-2027,SYN-SIS-000297,Synthetic Student 297,Synthetic Student 297,MATH-GEOM,MATH-GEOM,Y01-SEC-002,Y01-SEC-002,TCH-002,TCH-002,active,active,rgarcia30@schoolname.example,matched
2026-2027,SYN-SIS-000302,Synthetic Student 302,Synthetic Student 302,MATH-GEOM,MATH-GEOM,Y01-SEC-002,Y01-SEC-002,TCH-002,TCH-002,active,active,bmartinez30@schoolname.example,matched
2026-2027,SYN-SIS-000304,Synthetic Student 304,Synthetic Student 304,MATH-GEOM,MATH-GEOM,Y01-SEC-002,Y01-SEC-002,TCH-002,TCH-002,active,active,dortiz30@schoolname.example,matched
2026-2027,SYN-SIS-000305,Synthetic Student 305,Synthetic Student 305,MATH-GEOM,MATH-GEOM,Y01-SEC-002,Y01-SEC-002,TCH-002,TCH-002,active,active,eprice30@schoolname.example,matched
2026-2027,SYN-SIS-000310,Synthetic Student 310,Synthetic Student 310,MATH-GEOM,MATH-GEOM,Y01-SEC-002,Y01-SEC-002,TCH-002,TCH-002,active,active,jpatel30@schoolname.example,matched
2026-2027,SYN-SIS-000318,Synthetic Student 318,Synthetic Student 318,MATH-GEOM,MATH-GEOM,Y01-SEC-002,Y01-SEC-002,TCH-002,TCH-002,active,active,sibrahim30@schoolname.example,matched
2026-2027,SYN-SIS-000326,Synthetic Student 326,Synthetic Student 326,MATH-GEOM,MATH-GEOM,Y01-SEC-002,Y01-SEC-002,TCH-002,TCH-002,active,active,fmiller30@schoolname.example,matched
2026-2027,SYN-SIS-000339,Synthetic Student 339,Synthetic Student 339,MATH-GEOM,MATH-GEOM,Y01-SEC-002,Y01-SEC-002,TCH-002,TCH-002,active,active,tkim30@schoolname.example,matched
2026-2027,SYN-SIS-000341,Synthetic Student 341,Synthetic Student 341,MATH-GEOM,MATH-GEOM,Y01-SEC-002,Y01-SEC-002,TCH-002,TCH-002,active,active,anelson30@schoolname.example,matched
2026-2027,SYN-SIS-000035,Synthetic Student 035,Synthetic Student 035,MATH-GEOM,MATH-GEOM,Y01-SEC-003,Y01-SEC-003,TCH-001,TCH-001,active,active,plewis29@schoolname.example,matched
2026-2027,SYN-SIS-000065,Synthetic Student 065,Synthetic Student 065,MATH-GEOM,MATH-GEOM,Y01-SEC-003,Y01-SEC-003,TCH-001,TCH-001,active,active,edavis29@schoolname.example,matched
2026-2027,SYN-SIS-000086,Synthetic Student 086,Synthetic Student 086,MATH-GEOM,MATH-GEOM,Y01-SEC-003,Y01-SEC-003,TCH-001,TCH-001,active,active,fflores29@schoolname.example,matched
2026-2027,SYN-SIS-000100,Synthetic Student 100,Synthetic Student 100,MATH-GEOM,MATH-GEOM,Y01-SEC-003,Y01-SEC-003,TCH-001,TCH-001,active,active,vnguyen29@schoolname.example,matched
2026-2027,SYN-SIS-000115,Synthetic Student 115,Synthetic Student 115,MATH-GEOM,MATH-GEOM,Y01-SEC-003,Y01-SEC-003,TCH-001,TCH-001,active,active,pprice28@schoolname.example,matched
2026-2027,SYN-SIS-000231,Synthetic Student 231,Synthetic Student 231,MATH-GEOM,MATH-GEOM,Y01-SEC-003,Y01-SEC-003,TCH-001,TCH-001,active,active,kmiller29@schoolname.example,matched
2026-2027,SYN-SIS-000289,Synthetic Student 289,Synthetic Student 289,MATH-GEOM,MATH-GEOM,Y01-SEC-003,Y01-SEC-003,TCH-001,TCH-001,active,active,irivera30@schoolname.example,matched
2026-2027,SYN-SIS-000292,Synthetic Student 292,Synthetic Student 292,MATH-GEOM,MATH-GEOM,Y01-SEC-003,Y01-SEC-003,TCH-001,TCH-001,active,active,lbrooks30@schoolname.example,matched
2026-2027,SYN-SIS-000308,Synthetic Student 308,Synthetic Student 308,MATH-GEOM,MATH-GEOM,Y01-SEC-003,Y01-SEC-003,TCH-001,TCH-001,active,active,hrivera30@schoolname.example,matched
2026-2027,SYN-SIS-000316,Synthetic Student 316,Synthetic Student 316,MATH-GEOM,MATH-GEOM,Y01-SEC-003,Y01-SEC-003,TCH-001,TCH-001,active,active,qgarcia30@schoolname.example,matched
2026-2027,SYN-SIS-000320,Synthetic Student 320,Synthetic Student 320,MATH-GEOM,MATH-GEOM,Y01-SEC-003,Y01-SEC-003,TCH-001,TCH-001,active,active,vkim30@schoolname.example,matched
2026-2027,SYN-SIS-000331,Synthetic Student 331,Synthetic Student 331,MATH-GEOM,MATH-GEOM,Y01-SEC-003,Y01-SEC-003,TCH-001,TCH-001,active,active,kchen30@schoolname.example,matched
2026-2027,SYN-SIS-000345,Synthetic Student 345,Synthetic Student 345,MATH-GEOM,MATH-GEOM,Y01-SEC-003,Y01-SEC-003,TCH-001,TCH-001,active,active,emiller30@schoolname.example,matched
2026-2027,SYN-SIS-000081,Synthetic Student 081,Synthetic Student 081,MATH-GEOM,MATH-GEOM,Y01-SEC-004,Y01-SEC-004,TCH-002,TCH-002,active,active,apatel29@schoolname.example,matched
2026-2027,SYN-SIS-000113,Synthetic Student 113,Synthetic Student 113,MATH-GEOM,MATH-GEOM,Y01-SEC-004,Y01-SEC-004,TCH-002,TCH-002,active,active,mnelson29@schoolname.example,matched
2026-2027,SYN-SIS-000142,Synthetic Student 142,Synthetic Student 142,MATH-GEOM,MATH-GEOM,Y01-SEC-004,Y01-SEC-004,TCH-002,TCH-002,active,active,bevans29@schoolname.example,matched
2026-2027,SYN-SIS-000225,Synthetic Student 225,Synthetic Student 225,MATH-GEOM,MATH-GEOM,Y01-SEC-004,Y01-SEC-004,TCH-002,TCH-002,active,active,elewis29@schoolname.example,matched
2026-2027,SYN-SIS-000254,Synthetic Student 254,Synthetic Student 254,MATH-GEOM,MATH-GEOM,Y01-SEC-004,Y01-SEC-004,TCH-002,TCH-002,active,active,nbrooks28@schoolname.example,matched
2026-2027,SYN-SIS-000279,Synthetic Student 279,Synthetic Student 279,MATH-GEOM,MATH-GEOM,Y01-SEC-004,Y01-SEC-004,TCH-002,TCH-002,active,active,thayes29@schoolname.example,matched
2026-2027,SYN-SIS-000311,Synthetic Student 311,Synthetic Student 311,MATH-GEOM,MATH-GEOM,Y01-SEC-004,Y01-SEC-004,TCH-002,TCH-002,active,active,kbrooks30@schoolname.example,matched
2026-2027,SYN-SIS-000312,Synthetic Student 312,Synthetic Student 312,MATH-GEOM,MATH-GEOM,Y01-SEC-004,Y01-SEC-004,TCH-002,TCH-002,active,active,lchen30@schoolname.example,matched
2026-2027,SYN-SIS-000322,Synthetic Student 322,Synthetic Student 322,MATH-GEOM,MATH-GEOM,Y01-SEC-004,Y01-SEC-004,TCH-002,TCH-002,active,active,bnelson30@schoolname.example,matched
2026-2027,SYN-SIS-000328,Synthetic Student 328,Synthetic Student 328,MATH-GEOM,MATH-GEOM,Y01-SEC-004,Y01-SEC-004,TCH-002,TCH-002,active,active,hnguyen30@schoolname.example,matched
2026-2027,SYN-SIS-000332,Synthetic Student 332,Synthetic Student 332,MATH-GEOM,MATH-GEOM,Y01-SEC-004,Y01-SEC-004,TCH-002,TCH-002,active,active,ldavis30@schoolname.example,matched
2026-2027,SYN-SIS-000335,Synthetic Student 335,Synthetic Student 335,MATH-GEOM,MATH-GEOM,Y01-SEC-004,Y01-SEC-004,TCH-002,TCH-002,active,active,pgarcia30@schoolname.example,matched
2026-2027,SYN-SIS-000346,Synthetic Student 346,Synthetic Student 346,MATH-GEOM,MATH-GEOM,Y01-SEC-004,Y01-SEC-004,TCH-002,TCH-002,active,active,frivera30@schoolname.example,matched
2026-2027,SYN-SIS-000017,Synthetic Student 017,Synthetic Student 017,MATH-GEOM,MATH-GEOM,Y01-SEC-005,Y01-SEC-005,TCH-001,TCH-001,active,active,rmartinez29@schoolname.example,matched
2026-2027,SYN-SIS-000050,Synthetic Student 050,Synthetic Student 050,MATH-GEOM,MATH-GEOM,Y01-SEC-005,Y01-SEC-005,TCH-001,TCH-001,active,active,jhayes29@schoolname.example,matched
