school_year,school_year_offset,sis_user_id,student_label,grade_level,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,assignment_label,sequence_index,assessment_window,expected_transition_type,actual_transition_type,generation_mode,population_status,attendance_category,attendance_probability,score,present_student_score,potential_score,posterior_readiness_after,growth_delta,latent_transition_type,latent_readiness_before,latent_readiness_after,latent_transition_delta,academic_profile_status,is_populated,is_present,is_nonparticipation_zero
2026-2027,1,SYN-SIS-000343,Synthetic Student 343,9,MATH-ALG1,Algebra 1,regular,Y01-SEC-001,Algebra 1 - Synthetic Section 02-01,TCH-001,Teacher 01,Assignment 03,3,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,normal,0.9393,0.0,,,,,initialize_latent_readiness,,60.99,,pending_no_present_scores,true,false,true
2026-2027,1,SYN-SIS-000344,Synthetic Student 344,9,MATH-GEOM,Geometry,regular,Y01-SEC-005,Geometry - Synthetic Section 02-05,TCH-001,Teacher 01,Assignment 03,3,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9925,14.41,14.41,18.66,19.1567,,initialize_latent_readiness,,18.66,,initialized_assignment_03,true,true,false
2026-2027,1,SYN-SIS-000345,Synthetic Student 345,9,MATH-GEOM,Geometry,regular,Y01-SEC-003,Geometry - Synthetic Section 02-03,TCH-001,Teacher 01,Assignment 03,3,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9598,12.63,12.63,13.53,17.6529,,initialize_latent_readiness,,13.53,,initialized_assignment_03,true,true,false
2026-2027,1,SYN-SIS-000346,Synthetic Student 346,9,MATH-GEOM,Geometry,regular,Y01-SEC-004,Geometry - Synthetic Section 02-04,TCH-002,Teacher 02,Assignment 03,3,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9284,6.28,6.28,8.1,12.2883,,initialize_latent_readiness,,8.1,,initialized_assignment_03,true,true,false
2026-2027,1,SYN-SIS-000001,Synthetic Student 001,10,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-014,AP Precalculus - Synthetic Section 02-14,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.8841,55.29,55.29,51.17,53.4942,13.91,school_year_growth,42.596,51.1709,8.5749,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000002,Synthetic Student 002,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-018,Precalculus - Synthetic Section 02-18,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9774,62.83,62.83,60.31,61.6767,6.03,school_year_growth,58.4509,60.3102,1.8593,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000003,Synthetic Student 003,12,MATH-PRECALC,Precalculus,regular,Y01-SEC-019,Precalculus - Synthetic Section 02-19,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9866,33.33,33.33,28.79,32.5959,9.67,school_year_growth,26.1391,28.7931,2.654,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000004,Synthetic Student 004,12,MATH-PRECALC,Precalculus,regular,Y01-SEC-019,Precalculus - Synthetic Section 02-19,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9667,53.12,53.12,54.2,52.0066,9.16,school_year_growth,46.5621,54.204,7.6419,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000006,Synthetic Student 006,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-023,AP Calculus BC - Synthetic Section 02-23,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9444,57.36,57.36,60.39,57.2487,0.73,school_year_growth,55.709,60.3894,4.6804,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000008,Synthetic Student 008,12,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y01-SEC-024,Beyond Core Math Sequence - Synthetic Section 02-24,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9429,72.55,72.55,73.17,71.4928,5.19,school_year_growth,68.4879,73.1674,4.6795,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000009,Synthetic Student 009,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-023,AP Calculus BC - Synthetic Section 02-23,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,at_risk,0.708,79.54,79.54,81.1,78.9718,-3.99,school_year_growth,77.9469,81.1039,3.157,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000011,Synthetic Student 011,10,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-020,AP Calculus AB - Synthetic Section 02-20,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9686,46.99,46.99,47.19,46.7059,4.03,school_year_growth,41.2235,47.1936,5.9701,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000012,Synthetic Student 012,10,MATH-ALG2,Algebra 2,regular,Y01-SEC-008,Algebra 2 - Synthetic Section 02-08,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9811,53.46,53.46,55.13,53.1799,1.27,school_year_growth,51.7068,55.1319,3.4251,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000013,Synthetic Student 013,11,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-016,AP Precalculus - Synthetic Section 02-16,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9348,74.2,74.2,73.14,73.7449,-1.29,school_year_growth,72.6845,73.1351,0.4506,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000014,Synthetic Student 014,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-019,Precalculus - Synthetic Section 02-19,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9298,56.78,56.78,54.28,56.1328,3.3,school_year_growth,54.7039,54.2837,-0.4202,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000015,Synthetic Student 015,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-022,AP Calculus BC - Synthetic Section 02-22,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9941,48.41,48.41,48.62,47.8755,6.81,school_year_growth,41.638,48.6184,6.9804,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000016,Synthetic Student 016,10,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-014,AP Precalculus - Synthetic Section 02-14,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9885,84.96,84.96,81.64,83.3319,6.22,school_year_growth,79.363,81.636,2.273,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000017,Synthetic Student 017,10,MATH-GEOM,Geometry,regular,Y01-SEC-005,Geometry - Synthetic Section 02-05,TCH-001,Teacher 01,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9973,42.57,42.57,39.5,41.1651,12.14,school_year_growth,32.1152,39.5017,7.3865,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000018,Synthetic Student 018,11,MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-010,Honors Algebra 2 - Synthetic Section 02-10,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9273,99.57,99.57,90.75,97.0833,10.16,school_year_growth,88.4822,90.7477,2.2655,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000019,Synthetic Student 019,10,MATH-ALG2,Algebra 2,regular,Y01-SEC-008,Algebra 2 - Synthetic Section 02-08,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9846,43.1,43.1,39.2,42.5051,4.81,school_year_growth,36.7324,39.2014,2.469,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000020,Synthetic Student 020,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-021,AP Calculus AB - Synthetic Section 02-21,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9499,90.55,90.55,87.79,88.6888,7.42,school_year_growth,81.5017,87.7923,6.2906,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000021,Synthetic Student 021,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-023,AP Calculus BC - Synthetic Section 02-23,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9874,91.97,91.97,91.31,90.8198,1.85,school_year_growth,91.1808,91.3137,0.1329,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000022,Synthetic Student 022,10,MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-010,Honors Algebra 2 - Synthetic Section 02-10,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9218,79.37,79.37,75.21,77.6564,6.45,school_year_growth,69.5084,75.2131,5.7047,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000023,Synthetic Student 023,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-018,Precalculus - Synthetic Section 02-18,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9807,82.41,82.41,83.92,81.9109,-4.13,school_year_growth,79.4923,83.9175,4.4252,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000025,Synthetic Student 025,10,MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-011,Honors Algebra 2 - Synthetic Section 02-11,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9128,76.06,76.06,74.32,73.6545,13.89,school_year_growth,64.8387,74.3216,9.4829,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000026,Synthetic Student 026,11,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-022,AP Calculus BC - Synthetic Section 02-22,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,at_risk,0.7479,0.0,,,,,school_year_growth,44.881,47.9556,3.0746,observed_readiness_unchanged_absent,true,false,true
2026-2027,1,SYN-SIS-000027,Synthetic Student 027,11,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-016,AP Precalculus - Synthetic Section 02-16,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9819,77.88,77.88,77.44,76.334,6.65,school_year_growth,72.7981,77.44,4.6419,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000028,Synthetic Student 028,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-020,AP Calculus AB - Synthetic Section 02-20,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9226,61.61,61.61,61.35,59.6934,13.79,school_year_growth,48.416,61.3518,12.9358,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000029,Synthetic Student 029,10,MATH-ALG2,Algebra 2,regular,Y01-SEC-006,Algebra 2 - Synthetic Section 02-06,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.981,55.4,55.4,55.55,54.3909,6.23,school_year_growth,49.096,55.5545,6.4585,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000030,Synthetic Student 030,11,MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-012,Honors Algebra 2 - Synthetic Section 02-12,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.8769,86.36,86.36,84.23,84.9153,4.27,school_year_growth,81.4214,84.2336,2.8122,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000031,Synthetic Student 031,10,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-016,AP Precalculus - Synthetic Section 02-16,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9838,74.47,74.47,75.61,72.7605,9.03,school_year_growth,67.1385,75.6063,8.4678,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000032,Synthetic Student 032,10,MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-010,Honors Algebra 2 - Synthetic Section 02-10,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9886,88.54,88.54,81.77,85.9952,12.35,school_year_growth,75.2863,81.7671,6.4808,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000033,Synthetic Student 033,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-018,Precalculus - Synthetic Section 02-18,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,at_risk,0.669,51.3,51.3,48.99,50.0146,8.72,school_year_growth,42.1377,48.9863,6.8486,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000035,Synthetic Student 035,10,MATH-GEOM,Geometry,regular,Y01-SEC-003,Geometry - Synthetic Section 02-03,TCH-001,Teacher 01,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9754,22.74,22.74,25.33,23.2501,0.91,school_year_growth,18.3239,25.3333,7.0094,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000037,Synthetic Student 037,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-020,AP Calculus AB - Synthetic Section 02-20,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9892,47.69,47.69,51.91,47.9502,-0.12,school_year_growth,47.0749,51.9132,4.8383,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000038,Synthetic Student 038,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-023,AP Calculus BC - Synthetic Section 02-23,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,normal,0.9223,0.0,,,,,school_year_growth,67.189,71.1883,3.9993,observed_readiness_unchanged_absent,true,false,true
2026-2027,1,SYN-SIS-000039,Synthetic Student 039,10,MATH-ALG2,Algebra 2,regular,Y01-SEC-006,Algebra 2 - Synthetic Section 02-06,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,normal,0.8871,0.0,,,,,school_year_growth,38.7905,47.6328,8.8423,observed_readiness_unchanged_absent,true,false,true
2026-2027,1,SYN-SIS-000041,Synthetic Student 041,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-020,AP Calculus AB - Synthetic Section 02-20,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9126,65.71,65.71,67.83,64.5023,7.16,school_year_growth,59.025,67.8313,8.8063,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000043,Synthetic Student 043,12,MATH-PRECALC,Precalculus,regular,Y01-SEC-018,Precalculus - Synthetic Section 02-18,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9209,84.84,84.84,78.46,82.8713,8.72,school_year_growth,73.547,78.4596,4.9126,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000045,Synthetic Student 045,10,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-013,AP Precalculus - Synthetic Section 02-13,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9795,53.2,53.2,50.72,52.1573,7.96,school_year_growth,42.7981,50.7176,7.9195,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000046,Synthetic Student 046,10,MATH-GEOM,Geometry,regular,Y01-SEC-002,Geometry - Synthetic Section 02-02,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,normal,0.9265,0.0,,,,,school_year_growth,56.3815,59.6315,3.25,observed_readiness_unchanged_absent,true,false,true
2026-2027,1,SYN-SIS-000047,Synthetic Student 047,12,MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-010,Honors Algebra 2 - Synthetic Section 02-10,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9333,91.45,91.45,88.91,89.9787,3.44,school_year_growth,85.0823,88.9074,3.8251,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000050,Synthetic Student 050,10,MATH-GEOM,Geometry,regular,Y01-SEC-005,Geometry - Synthetic Section 02-05,TCH-001,Teacher 01,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9275,37.1,37.1,36.39,36.473,6.92,school_year_growth,30.7895,36.3897,5.6002,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000051,Synthetic Student 051,10,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-021,AP Calculus AB - Synthetic Section 02-21,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9473,66.34,66.34,68.08,66.0886,-1.81,school_year_growth,62.456,68.0802,5.6242,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000052,Synthetic Student 052,11,MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-010,Honors Algebra 2 - Synthetic Section 02-10,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9429,68.34,68.34,69.14,67.6093,0.79,school_year_growth,64.3432,69.1442,4.801,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000053,Synthetic Student 053,10,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-022,AP Calculus BC - Synthetic Section 02-22,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9547,93.37,93.37,93.97,92.4429,-0.79,school_year_growth,95.6928,93.9686,-1.7242,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000054,Synthetic Student 054,10,MATH-ALG2,Algebra 2,regular,Y01-SEC-009,Algebra 2 - Synthetic Section 02-09,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9074,26.12,26.12,28.61,25.7242,8.24,school_year_growth,21.239,28.6145,7.3755,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000055,Synthetic Student 055,10,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-013,AP Precalculus - Synthetic Section 02-13,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9568,73.96,73.96,74.84,73.1636,1.64,school_year_growth,71.1309,74.8413,3.7104,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000057,Synthetic Student 057,10,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-014,AP Precalculus - Synthetic Section 02-14,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9385,80.59,80.59,81.35,79.196,5.09,school_year_growth,75.4615,81.3514,5.8899,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000058,Synthetic Student 058,10,MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-012,Honors Algebra 2 - Synthetic Section 02-12,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.946,55.62,55.62,58.88,55.1628,3.03,school_year_growth,55.0029,58.8818,3.8789,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000059,Synthetic Student 059,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-018,Precalculus - Synthetic Section 02-18,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.8499,23.35,23.35,27.15,24.7126,-2.65,school_year_growth,19.1135,27.1543,8.0408,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000060,Synthetic Student 060,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-021,AP Calculus AB - Synthetic Section 02-21,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9522,52.59,52.59,50.39,52.1286,4.2,school_year_growth,49.6377,50.3862,0.7485,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000061,Synthetic Student 061,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-019,Precalculus - Synthetic Section 02-19,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9352,32.57,32.57,30.57,32.7223,0.59,school_year_growth,25.7209,30.567,4.8461,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000062,Synthetic Student 062,10,MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-011,Honors Algebra 2 - Synthetic Section 02-11,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,at_risk,0.6847,0.0,,,,,school_year_growth,70.343,71.926,1.583,observed_readiness_unchanged_absent,true,false,true
2026-2027,1,SYN-SIS-000063,Synthetic Student 063,11,MATH-ALG2,Algebra 2,regular,Y01-SEC-007,Algebra 2 - Synthetic Section 02-07,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9919,52.81,52.81,50.48,51.4875,10.22,school_year_growth,44.2053,50.4798,6.2745,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000064,Synthetic Student 064,12,MATH-PRECALC,Precalculus,regular,Y01-SEC-017,Precalculus - Synthetic Section 02-17,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9531,30.64,30.64,32.04,31.0004,1.71,school_year_growth,30.9115,32.0365,1.125,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000065,Synthetic Student 065,10,MATH-GEOM,Geometry,regular,Y01-SEC-003,Geometry - Synthetic Section 02-03,TCH-001,Teacher 01,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9346,34.39,34.39,35.64,34.3617,1.68,school_year_growth,30.3116,35.6447,5.3331,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000066,Synthetic Student 066,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-017,Precalculus - Synthetic Section 02-17,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9383,66.88,66.88,64.71,66.1812,1.42,school_year_growth,61.9533,64.7087,2.7554,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000067,Synthetic Student 067,11,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-022,AP Calculus BC - Synthetic Section 02-22,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.8651,38.6,38.6,42.84,39.5277,-4.11,school_year_growth,40.1499,42.836,2.6861,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000068,Synthetic Student 068,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-023,AP Calculus BC - Synthetic Section 02-23,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9422,73.06,73.06,78.49,72.5115,0.92,school_year_growth,72.9902,78.4894,5.4992,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000069,Synthetic Student 069,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-019,Precalculus - Synthetic Section 02-19,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9922,63.31,63.31,61.44,62.3597,4.34,school_year_growth,56.0503,61.4412,5.3909,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000070,Synthetic Student 070,10,MATH-ALG2,Algebra 2,regular,Y01-SEC-006,Algebra 2 - Synthetic Section 02-06,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.8939,54.51,54.51,54.66,53.1286,8.89,school_year_growth,44.5656,54.6578,10.0922,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000071,Synthetic Student 071,12,MATH-PRECALC,Precalculus,regular,Y01-SEC-017,Precalculus - Synthetic Section 02-17,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9882,40.11,40.11,41.49,39.7393,5.12,school_year_growth,35.6782,41.4871,5.8089,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000072,Synthetic Student 072,12,MATH-ALG2,Algebra 2,regular,Y01-SEC-007,Algebra 2 - Synthetic Section 02-07,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9957,33.52,33.52,29.52,33.0362,8.44,school_year_growth,24.2886,29.5156,5.227,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000073,Synthetic Student 073,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-021,AP Calculus AB - Synthetic Section 02-21,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9749,65.28,65.28,65.0,64.9793,-0.36,school_year_growth,62.4633,64.9998,2.5365,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000075,Synthetic Student 075,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-023,AP Calculus BC - Synthetic Section 02-23,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9677,86.23,86.23,85.49,85.4891,-0.53,school_year_growth,87.2671,85.4902,-1.7769,updated_assignment_04,true,true,false
