school_year,school_year_offset,Student,SIS User ID,grade_level,course_id,section_id,teacher_id,enrollment_status
2026-2027,1,Synthetic Student 261,SYN-SIS-000261,10,MATH-ALG2,Y01-SEC-006,TCH-002,active
2026-2027,1,Synthetic Student 262,SYN-SIS-000262,12,MATH-AP-CALC-BC,Y01-SEC-022,TCH-005,active
2026-2027,1,Synthetic Student 263,SYN-SIS-000263,10,MATH-GEOM,Y01-SEC-002,TCH-002,active
2026-2027,1,Synthetic Student 264,SYN-SIS-000264,12,MATH-AP-CALC-AB,Y01-SEC-020,TCH-005,active
2026-2027,1,Synthetic Student 265,SYN-SIS-000265,10,MATH-ALG2,Y01-SEC-008,TCH-002,active
2026-2027,1,Synthetic Student 266,SYN-SIS-000266,11,MATH-ALG2-H,Y01-SEC-011,TCH-003,active
2026-2027,1,Synthetic Student 267,SYN-SIS-000267,11,MATH-ALG2,Y01-SEC-007,TCH-002,active
2026-2027,1,Synthetic Student 268,SYN-SIS-000268,10,MATH-ALG2,Y01-SEC-007,TCH-002,active
2026-2027,1,Synthetic Student 270,SYN-SIS-000270,10,MATH-ALG2,Y01-SEC-009,TCH-002,active
2026-2027,1,Synthetic Student 271,SYN-SIS-000271,10,MATH-AP-PRECALC,Y01-SEC-014,TCH-004,active
2026-2027,1,Synthetic Student 272,SYN-SIS-000272,12,MATH-AP-PRECALC,Y01-SEC-015,TCH-004,active
2026-2027,1,Synthetic Student 273,SYN-SIS-000273,11,MATH-ALG2-H,Y01-SEC-012,TCH-003,active
2026-2027,1,Synthetic Student 274,SYN-SIS-000274,10,MATH-AP-PRECALC,Y01-SEC-014,TCH-004,active
2026-2027,1,Synthetic Student 275,SYN-SIS-000275,12,MATH-PRECALC,Y01-SEC-018,TCH-003,active
2026-2027,1,Synthetic Student 276,SYN-SIS-000276,12,MATH-AP-CALC-AB,Y01-SEC-021,TCH-005,active
2026-2027,1,Synthetic Student 278,SYN-SIS-000278,11,MATH-ALG2-H,Y01-SEC-011,TCH-003,active
2026-2027,1,Synthetic Student 279,SYN-SIS-000279,10,MATH-GEOM,Y01-SEC-004,TCH-002,active
2026-2027,1,Synthetic Student 280,SYN-SIS-000280,10,MATH-ALG2,Y01-SEC-009,TCH-002,active
2026-2027,1,Synthetic Student 281,SYN-SIS-000281,10,MATH-AP-PRECALC,Y01-SEC-013,TCH-004,active
2026-2027,1,Synthetic Student 282,SYN-SIS-000282,12,MATH-AP-CALC-AB,Y01-SEC-020,TCH-005,active
2026-2027,1,Synthetic Student 283,SYN-SIS-000283,10,MATH-ALG2,Y01-SEC-006,TCH-002,active
2026-2027,1,Synthetic Student 285,SYN-SIS-000285,12,MATH-ALG2-H,Y01-SEC-010,TCH-003,active
2026-2027,1,Synthetic Student 286,SYN-SIS-000286,12,MATH-ALG2,Y01-SEC-008,TCH-002,active
2026-2027,1,Synthetic Student 288,SYN-SIS-000288,9,MATH-GEOM,Y01-SEC-005,TCH-001,active
2026-2027,1,Synthetic Student 289,SYN-SIS-000289,9,MATH-GEOM,Y01-SEC-003,TCH-001,active
2026-2027,1,Synthetic Student 290,SYN-SIS-000290,9,MATH-ALG1,Y01-SEC-001,TCH-001,active
2026-2027,1,Synthetic Student 291,SYN-SIS-000291,9,MATH-ALG2-H,Y01-SEC-011,TCH-003,active
2026-2027,1,Synthetic Student 292,SYN-SIS-000292,9,MATH-GEOM,Y01-SEC-003,TCH-001,active
2026-2027,1,Synthetic Student 293,SYN-SIS-000293,9,MATH-GEOM,Y01-SEC-005,TCH-001,active
2026-2027,1,Synthetic Student 294,SYN-SIS-000294,9,MATH-ALG1,Y01-SEC-001,TCH-001,active
2026-2027,1,Synthetic Student 295,SYN-SIS-000295,9,MATH-GEOM,Y01-SEC-002,TCH-002,active
2026-2027,1,Synthetic Student 296,SYN-SIS-000296,9,MATH-ALG2-H,Y01-SEC-010,TCH-003,active
2026-2027,1,Synthetic Student 297,SYN-SIS-000297,9,MATH-GEOM,Y01-SEC-002,TCH-002,active
2026-2027,1,Synthetic Student 298,SYN-SIS-000298,9,MATH-ALG1,Y01-SEC-001,TCH-001,active
2026-2027,1,Synthetic Student 299,SYN-SIS-000299,9,MATH-ALG1,Y01-SEC-001,TCH-001,active
2026-2027,1,Synthetic Student 300,SYN-SIS-000300,9,MATH-ALG2-H,Y01-SEC-010,TCH-003,active
2026-2027,1,Synthetic Student 301,SYN-SIS-000301,9,MATH-ALG2-H,Y01-SEC-012,TCH-003,active
2026-2027,1,Synthetic Student 302,SYN-SIS-000302,9,MATH-GEOM,Y01-SEC-002,TCH-002,active
2026-2027,1,Synthetic Student 303,SYN-SIS-000303,9,MATH-GEOM,Y01-SEC-005,TCH-001,active
2026-2027,1,Synthetic Student 304,SYN-SIS-000304,9,MATH-GEOM,Y01-SEC-002,TCH-002,active
2026-2027,1,Synthetic Student 305,SYN-SIS-000305,9,MATH-GEOM,Y01-SEC-002,TCH-002,active
2026-2027,1,Synthetic Student 306,SYN-SIS-000306,9,MATH-ALG2-H,Y01-SEC-011,TCH-003,active
2026-2027,1,Synthetic Student 307,SYN-SIS-000307,9,MATH-AP-PRECALC,Y01-SEC-015,TCH-004,active
2026-2027,1,Synthetic Student 308,SYN-SIS-000308,9,MATH-GEOM,Y01-SEC-003,TCH-001,active
2026-2027,1,Synthetic Student 309,SYN-SIS-000309,9,MATH-ALG1,Y01-SEC-001,TCH-001,active
2026-2027,1,Synthetic Student 310,SYN-SIS-000310,9,MATH-GEOM,Y01-SEC-002,TCH-002,active
2026-2027,1,Synthetic Student 311,SYN-SIS-000311,9,MATH-GEOM,Y01-SEC-004,TCH-002,active
2026-2027,1,Synthetic Student 312,SYN-SIS-000312,9,MATH-GEOM,Y01-SEC-004,TCH-002,active
2026-2027,1,Synthetic Student 313,SYN-SIS-000313,9,MATH-ALG2-H,Y01-SEC-010,TCH-003,active
2026-2027,1,Synthetic Student 314,SYN-SIS-000314,9,MATH-ALG2-H,Y01-SEC-010,TCH-003,active
2026-2027,1,Synthetic Student 315,SYN-SIS-000315,9,MATH-ALG1,Y01-SEC-001,TCH-001,active
2026-2027,1,Synthetic Student 316,SYN-SIS-000316,9,MATH-GEOM,Y01-SEC-003,TCH-001,active
2026-2027,1,Synthetic Student 317,SYN-SIS-000317,9,MATH-ALG1,Y01-SEC-001,TCH-001,active
2026-2027,1,Synthetic Student 318,SYN-SIS-000318,9,MATH-GEOM,Y01-SEC-002,TCH-002,active
2026-2027,1,Synthetic Student 319,SYN-SIS-000319,9,MATH-GEOM,Y01-SEC-005,TCH-001,active
2026-2027,1,Synthetic Student 320,SYN-SIS-000320,9,MATH-GEOM,Y01-SEC-003,TCH-001,active
2026-2027,1,Synthetic Student 321,SYN-SIS-000321,9,MATH-ALG1,Y01-SEC-001,TCH-001,active
2026-2027,1,Synthetic Student 322,SYN-SIS-000322,9,MATH-GEOM,Y01-SEC-004,TCH-002,active
2026-2027,1,Synthetic Student 323,SYN-SIS-000323,9,MATH-ALG2-H,Y01-SEC-010,TCH-003,active
2026-2027,1,Synthetic Student 324,SYN-SIS-000324,9,MATH-ALG2-H,Y01-SEC-012,TCH-003,active
2026-2027,1,Synthetic Student 325,SYN-SIS-000325,9,MATH-GEOM,Y01-SEC-005,TCH-001,active
2026-2027,1,Synthetic Student 326,SYN-SIS-000326,9,MATH-GEOM,Y01-SEC-002,TCH-002,active
2026-2027,1,Synthetic Student 327,SYN-SIS-000327,9,MATH-ALG1,Y01-SEC-001,TCH-001,active
2026-2027,1,Synthetic Student 328,SYN-SIS-000328,9,MATH-GEOM,Y01-SEC-004,TCH-002,active
2026-2027,1,Synthetic Student 329,SYN-SIS-000329,9,MATH-GEOM,Y01-SEC-005,TCH-001,active
2026-2027,1,Synthetic Student 330,SYN-SIS-000330,9,MATH-GEOM,Y01-SEC-005,TCH-001,active
2026-2027,1,Synthetic Student 331,SYN-SIS-000331,9,MATH-GEOM,Y01-SEC-003,TCH-001,active
2026-2027,1,Synthetic Student 332,SYN-SIS-000332,9,MATH-GEOM,Y01-SEC-004,TCH-002,active
2026-2027,1,Synthetic Student 333,SYN-SIS-000333,9,MATH-ALG1,Y01-SEC-001,TCH-001,active
2026-2027,1,Synthetic Student 334,SYN-SIS-000334,9,MATH-ALG1,Y01-SEC-001,TCH-001,active
2026-2027,1,Synthetic Student 335,SYN-SIS-000335,9,MATH-GEOM,Y01-SEC-004,TCH-002,active
2026-2027,1,Synthetic Student 336,SYN-SIS-000336,9,MATH-ALG2-H,Y01-SEC-012,TCH-003,active
2026-2027,1,Synthetic Student 337,SYN-SIS-000337,9,MATH-AP-PRECALC,Y01-SEC-016,TCH-004,active
2026-2027,1,Synthetic Student 338,SYN-SIS-000338,9,MATH-ALG1,Y01-SEC-001,TCH-001,active
2026-2027,1,Synthetic Student 339,SYN-SIS-000339,9,MATH-GEOM,Y01-SEC-002,TCH-002,active
2026-2027,1,Synthetic Student 340,SYN-SIS-000340,9,MATH-ALG2-H,Y01-SEC-010,TCH-003,active
2026-2027,1,Synthetic Student 341,SYN-SIS-000341,9,MATH-GEOM,Y01-SEC-002,TCH-002,active
2026-2027,1,Synthetic Student 342,SYN-SIS-000342,9,MATH-ALG2-H,Y01-SEC-011,TCH-003,active
2026-2027,1,Synthetic Student 343,SYN-SIS-000343,9,MATH-ALG1,Y01-SEC-001,TCH-001,active
2026-2027,1,Synthetic Student 344,SYN-SIS-000344,9,MATH-GEOM,Y01-SEC-005,TCH-001,active
2026-2027,1,Synthetic Student 345,SYN-SIS-000345,9,MATH-GEOM,Y01-SEC-003,TCH-001,active
2026-2027,1,Synthetic Student 346,SYN-SIS-000346,9,MATH-GEOM,Y01-SEC-004,TCH-002,active
2027-2028,2,Synthetic Student 001,SYN-SIS-000001,11,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,active
2027-2028,2,Synthetic Student 002,SYN-SIS-000002,12,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,active
2027-2028,2,Synthetic Student 011,SYN-SIS-000011,11,MATH-AP-CALC-BC,Y02-SEC-022,TCH-005,active
2027-2028,2,Synthetic Student 012,SYN-SIS-000012,11,MATH-PRECALC,Y02-SEC-014,TCH-003,active
2027-2028,2,Synthetic Student 013,SYN-SIS-000013,12,MATH-AP-CALC-AB,Y02-SEC-018,TCH-005,active
2027-2028,2,Synthetic Student 014,SYN-SIS-000014,12,MATH-AP-CALC-AB,Y02-SEC-020,TCH-005,active
2027-2028,2,Synthetic Student 016,SYN-SIS-000016,11,MATH-AP-CALC-BC,Y02-SEC-023,TCH-005,active
2027-2028,2,Synthetic Student 017,SYN-SIS-000017,11,MATH-ALG2,Y02-SEC-008,TCH-002,active
2027-2028,2,Synthetic Student 018,SYN-SIS-000018,12,MATH-AP-PRECALC,Y02-SEC-012,TCH-004,active
2027-2028,2,Synthetic Student 019,SYN-SIS-000019,11,MATH-PRECALC,Y02-SEC-016,TCH-004,active
2027-2028,2,Synthetic Student 022,SYN-SIS-000022,11,MATH-AP-PRECALC,Y02-SEC-011,TCH-004,active
2027-2028,2,Synthetic Student 023,SYN-SIS-000023,12,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,active
2027-2028,2,Synthetic Student 025,SYN-SIS-000025,11,MATH-AP-PRECALC,Y02-SEC-011,TCH-004,active
2027-2028,2,Synthetic Student 026,SYN-SIS-000026,12,MATH-BEYOND-CORE,Y02-SEC-024,TCH-004,active
2027-2028,2,Synthetic Student 027,SYN-SIS-000027,12,MATH-AP-CALC-AB,Y02-SEC-020,TCH-005,active
2027-2028,2,Synthetic Student 028,SYN-SIS-000028,12,MATH-AP-CALC-BC,Y02-SEC-022,TCH-005,active
2027-2028,2,Synthetic Student 029,SYN-SIS-000029,11,MATH-PRECALC,Y02-SEC-015,TCH-003,active
2027-2028,2,Synthetic Student 030,SYN-SIS-000030,12,MATH-AP-PRECALC,Y02-SEC-013,TCH-004,active
2027-2028,2,Synthetic Student 031,SYN-SIS-000031,11,MATH-AP-CALC-AB,Y02-SEC-020,TCH-005,active
2027-2028,2,Synthetic Student 032,SYN-SIS-000032,11,MATH-AP-PRECALC,Y02-SEC-011,TCH-004,active
2027-2028,2,Synthetic Student 033,SYN-SIS-000033,12,MATH-AP-CALC-AB,Y02-SEC-020,TCH-005,active
2027-2028,2,Synthetic Student 035,SYN-SIS-000035,11,MATH-ALG2,Y02-SEC-007,TCH-002,active
2027-2028,2,Synthetic Student 039,SYN-SIS-000039,11,MATH-PRECALC,Y02-SEC-016,TCH-004,active
2027-2028,2,Synthetic Student 045,SYN-SIS-000045,11,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,active
2027-2028,2,Synthetic Student 046,SYN-SIS-000046,11,MATH-ALG2-H,Y02-SEC-010,TCH-003,active
2027-2028,2,Synthetic Student 050,SYN-SIS-000050,11,MATH-ALG2,Y02-SEC-006,TCH-002,active
2027-2028,2,Synthetic Student 051,SYN-SIS-000051,11,MATH-AP-CALC-BC,Y02-SEC-023,TCH-005,active
2027-2028,2,Synthetic Student 052,SYN-SIS-000052,12,MATH-AP-PRECALC,Y02-SEC-013,TCH-004,active
2027-2028,2,Synthetic Student 053,SYN-SIS-000053,11,MATH-BEYOND-CORE,Y02-SEC-024,TCH-004,active
2027-2028,2,Synthetic Student 054,SYN-SIS-000054,11,MATH-PRECALC,Y02-SEC-016,TCH-004,active
2027-2028,2,Synthetic Student 055,SYN-SIS-000055,11,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,active
2027-2028,2,Synthetic Student 057,SYN-SIS-000057,11,MATH-AP-CALC-BC,Y02-SEC-022,TCH-005,active
2027-2028,2,Synthetic Student 058,SYN-SIS-000058,11,MATH-AP-PRECALC,Y02-SEC-012,TCH-004,active
2027-2028,2,Synthetic Student 059,SYN-SIS-000059,12,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,active
2027-2028,2,Synthetic Student 061,SYN-SIS-000061,12,MATH-AP-CALC-AB,Y02-SEC-018,TCH-005,active
2027-2028,2,Synthetic Student 062,SYN-SIS-000062,11,MATH-AP-PRECALC,Y02-SEC-011,TCH-004,active
2027-2028,2,Synthetic Student 063,SYN-SIS-000063,12,MATH-PRECALC,Y02-SEC-014,TCH-003,active
2027-2028,2,Synthetic Student 065,SYN-SIS-000065,11,MATH-ALG2,Y02-SEC-006,TCH-002,active
2027-2028,2,Synthetic Student 066,SYN-SIS-000066,12,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,active
2027-2028,2,Synthetic Student 067,SYN-SIS-000067,12,MATH-BEYOND-CORE,Y02-SEC-024,TCH-004,active
2027-2028,2,Synthetic Student 069,SYN-SIS-000069,12,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,active
2027-2028,2,Synthetic Student 070,SYN-SIS-000070,11,MATH-PRECALC,Y02-SEC-014,TCH-003,active
2027-2028,2,Synthetic Student 073,SYN-SIS-000073,12,MATH-AP-CALC-BC,Y02-SEC-023,TCH-005,active
2027-2028,2,Synthetic Student 076,SYN-SIS-000076,12,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,active
2027-2028,2,Synthetic Student 078,SYN-SIS-000078,12,MATH-AP-CALC-BC,Y02-SEC-022,TCH-005,active
2027-2028,2,Synthetic Student 079,SYN-SIS-000079,12,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,active
2027-2028,2,Synthetic Student 080,SYN-SIS-000080,12,MATH-AP-CALC-BC,Y02-SEC-023,TCH-005,active
2027-2028,2,Synthetic Student 081,SYN-SIS-000081,11,MATH-ALG2-H,Y02-SEC-010,TCH-003,active
2027-2028,2,Synthetic Student 084,SYN-SIS-000084,11,MATH-AP-PRECALC,Y02-SEC-011,TCH-004,active
2027-2028,2,Synthetic Student 085,SYN-SIS-000085,11,MATH-AP-PRECALC,Y02-SEC-012,TCH-004,active
2027-2028,2,Synthetic Student 086,SYN-SIS-000086,11,MATH-ALG2-H,Y02-SEC-009,TCH-003,active
2027-2028,2,Synthetic Student 087,SYN-SIS-000087,12,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,active
2027-2028,2,Synthetic Student 088,SYN-SIS-000088,12,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,active
2027-2028,2,Synthetic Student 091,SYN-SIS-000091,12,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,active
2027-2028,2,Synthetic Student 092,SYN-SIS-000092,11,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,active
2027-2028,2,Synthetic Student 094,SYN-SIS-000094,12,MATH-AP-CALC-AB,Y02-SEC-020,TCH-005,active
2027-2028,2,Synthetic Student 097,SYN-SIS-000097,12,MATH-AP-CALC-AB,Y02-SEC-018,TCH-005,active
2027-2028,2,Synthetic Student 098,SYN-SIS-000098,12,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,active
2027-2028,2,Synthetic Student 100,SYN-SIS-000100,11,MATH-ALG2,Y02-SEC-007,TCH-002,active
2027-2028,2,Synthetic Student 105,SYN-SIS-000105,11,MATH-PRECALC,Y02-SEC-014,TCH-003,active
2027-2028,2,Synthetic Student 109,SYN-SIS-000109,12,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,active
2027-2028,2,Synthetic Student 110,SYN-SIS-000110,12,MATH-AP-PRECALC,Y02-SEC-012,TCH-004,active
2027-2028,2,Synthetic Student 111,SYN-SIS-000111,11,MATH-PRECALC,Y02-SEC-015,TCH-003,active
2027-2028,2,Synthetic Student 112,SYN-SIS-000112,11,MATH-AP-CALC-AB,Y02-SEC-018,TCH-005,active
2027-2028,2,Synthetic Student 113,SYN-SIS-000113,11,MATH-ALG2,Y02-SEC-008,TCH-002,active
2027-2028,2,Synthetic Student 114,SYN-SIS-000114,11,MATH-PRECALC,Y02-SEC-016,TCH-004,active
2027-2028,2,Synthetic Student 115,SYN-SIS-000115,12,MATH-ALG2-H,Y02-SEC-010,TCH-003,active
2027-2028,2,Synthetic Student 116,SYN-SIS-000116,11,MATH-PRECALC,Y02-SEC-014,TCH-003,active
2027-2028,2,Synthetic Student 119,SYN-SIS-000119,11,MATH-PRECALC,Y02-SEC-016,TCH-004,active
2027-2028,2,Synthetic Student 120,SYN-SIS-000120,12,MATH-AP-CALC-AB,Y02-SEC-020,TCH-005,active
2027-2028,2,Synthetic Student 121,SYN-SIS-000121,12,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,active
2027-2028,2,Synthetic Student 122,SYN-SIS-000122,12,MATH-PRECALC,Y02-SEC-015,TCH-003,active
2027-2028,2,Synthetic Student 123,SYN-SIS-000123,12,MATH-AP-CALC-BC,Y02-SEC-023,TCH-005,active
2027-2028,2,Synthetic Student 126,SYN-SIS-000126,11,MATH-AP-PRECALC,Y02-SEC-013,TCH-004,active
2027-2028,2,Synthetic Student 127,SYN-SIS-000127,11,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,active
2027-2028,2,Synthetic Student 128,SYN-SIS-000128,12,MATH-AP-PRECALC,Y02-SEC-012,TCH-004,active
2027-2028,2,Synthetic Student 132,SYN-SIS-000132,12,MATH-AP-CALC-BC,Y02-SEC-023,TCH-005,active
2027-2028,2,Synthetic Student 134,SYN-SIS-000134,12,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,active
2027-2028,2,Synthetic Student 140,SYN-SIS-000140,12,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,active
2027-2028,2,Synthetic Student 142,SYN-SIS-000142,11,MATH-ALG2,Y02-SEC-006,TCH-002,active
2027-2028,2,Synthetic Student 143,SYN-SIS-000143,11,MATH-PRECALC,Y02-SEC-015,TCH-003,active
2027-2028,2,Synthetic Student 145,SYN-SIS-000145,12,MATH-PRECALC,Y02-SEC-016,TCH-004,active
2027-2028,2,Synthetic Student 146,SYN-SIS-000146,11,MATH-AP-PRECALC,Y02-SEC-013,TCH-004,active
2027-2028,2,Synthetic Student 148,SYN-SIS-000148,12,MATH-AP-CALC-AB,Y02-SEC-020,TCH-005,active
2027-2028,2,Synthetic Student 149,SYN-SIS-000149,11,MATH-PRECALC,Y02-SEC-014,TCH-003,active
2027-2028,2,Synthetic Student 150,SYN-SIS-000150,11,MATH-AP-PRECALC,Y02-SEC-013,TCH-004,active
2027-2028,2,Synthetic Student 151,SYN-SIS-000151,11,MATH-AP-PRECALC,Y02-SEC-013,TCH-004,active
2027-2028,2,Synthetic Student 152,SYN-SIS-000152,12,MATH-AP-CALC-BC,Y02-SEC-022,TCH-005,active
2027-2028,2,Synthetic Student 155,SYN-SIS-000155,12,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,active
2027-2028,2,Synthetic Student 156,SYN-SIS-000156,11,MATH-PRECALC,Y02-SEC-016,TCH-004,active
2027-2028,2,Synthetic Student 157,SYN-SIS-000157,11,MATH-AP-PRECALC,Y02-SEC-011,TCH-004,active
2027-2028,2,Synthetic Student 159,SYN-SIS-000159,12,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,active
2027-2028,2,Synthetic Student 160,SYN-SIS-000160,11,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,active
2027-2028,2,Synthetic Student 164,SYN-SIS-000164,12,MATH-AP-CALC-AB,Y02-SEC-018,TCH-005,active
2027-2028,2,Synthetic Student 165,SYN-SIS-000165,12,MATH-PRECALC,Y02-SEC-016,TCH-004,active
2027-2028,2,Synthetic Student 166,SYN-SIS-000166,11,MATH-PRECALC,Y02-SEC-015,TCH-003,active
2027-2028,2,Synthetic Student 167,SYN-SIS-000167,11,MATH-AP-PRECALC,Y02-SEC-012,TCH-004,active
2027-2028,2,Synthetic Student 170,SYN-SIS-000170,11,MATH-PRECALC,Y02-SEC-014,TCH-003,active
2027-2028,2,Synthetic Student 171,SYN-SIS-000171,11,MATH-ALG2,Y02-SEC-006,TCH-002,active
2027-2028,2,Synthetic Student 172,SYN-SIS-000172,11,MATH-ALG2,Y02-SEC-006,TCH-002,active
2027-2028,2,Synthetic Student 173,SYN-SIS-000173,11,MATH-AP-CALC-AB,Y02-SEC-018,TCH-005,active
2027-2028,2,Synthetic Student 174,SYN-SIS-000174,12,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,active
2027-2028,2,Synthetic Student 176,SYN-SIS-000176,12,MATH-AP-CALC-BC,Y02-SEC-022,TCH-005,active
2027-2028,2,Synthetic Student 177,SYN-SIS-000177,11,MATH-AP-CALC-BC,Y02-SEC-023,TCH-005,active
2027-2028,2,Synthetic Student 178,SYN-SIS-000178,11,MATH-PRECALC,Y02-SEC-015,TCH-003,active
2027-2028,2,Synthetic Student 180,SYN-SIS-000180,11,MATH-PRECALC,Y02-SEC-016,TCH-004,active
2027-2028,2,Synthetic Student 181,SYN-SIS-000181,12,MATH-AP-CALC-AB,Y02-SEC-020,TCH-005,active
2027-2028,2,Synthetic Student 183,SYN-SIS-000183,12,MATH-BEYOND-CORE,Y02-SEC-024,TCH-004,active
2027-2028,2,Synthetic Student 184,SYN-SIS-000184,11,MATH-PRECALC,Y02-SEC-016,TCH-004,active
2027-2028,2,Synthetic Student 188,SYN-SIS-000188,12,MATH-PRECALC,Y02-SEC-015,TCH-003,active
2027-2028,2,Synthetic Student 189,SYN-SIS-000189,12,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,active
2027-2028,2,Synthetic Student 193,SYN-SIS-000193,11,MATH-AP-PRECALC,Y02-SEC-013,TCH-004,active
2027-2028,2,Synthetic Student 195,SYN-SIS-000195,11,MATH-PRECALC,Y02-SEC-015,TCH-003,active
2027-2028,2,Synthetic Student 196,SYN-SIS-000196,11,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,active
2027-2028,2,Synthetic Student 197,SYN-SIS-000197,12,MATH-AP-CALC-BC,Y02-SEC-022,TCH-005,active
2027-2028,2,Synthetic Student 198,SYN-SIS-000198,12,MATH-PRECALC,Y02-SEC-014,TCH-003,active
2027-2028,2,Synthetic Student 200,SYN-SIS-000200,11,MATH-PRECALC,Y02-SEC-014,TCH-003,active
2027-2028,2,Synthetic Student 201,SYN-SIS-000201,12,MATH-BEYOND-CORE,Y02-SEC-024,TCH-004,active
2027-2028,2,Synthetic Student 202,SYN-SIS-000202,12,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,active
2027-2028,2,Synthetic Student 204,SYN-SIS-000204,11,MATH-ALG2,Y02-SEC-007,TCH-002,active
2027-2028,2,Synthetic Student 205,SYN-SIS-000205,11,MATH-ALG2,Y02-SEC-008,TCH-002,active
2027-2028,2,Synthetic Student 206,SYN-SIS-000206,11,MATH-AP-PRECALC,Y02-SEC-011,TCH-004,active
2027-2028,2,Synthetic Student 208,SYN-SIS-000208,11,MATH-PRECALC,Y02-SEC-014,TCH-003,active
2027-2028,2,Synthetic Student 212,SYN-SIS-000212,12,MATH-PRECALC,Y02-SEC-014,TCH-003,active
2027-2028,2,Synthetic Student 215,SYN-SIS-000215,11,MATH-AP-PRECALC,Y02-SEC-012,TCH-004,active
2027-2028,2,Synthetic Student 216,SYN-SIS-000216,11,MATH-PRECALC,Y02-SEC-015,TCH-003,active
2027-2028,2,Synthetic Student 219,SYN-SIS-000219,11,MATH-PRECALC,Y02-SEC-015,TCH-003,active
2027-2028,2,Synthetic Student 221,SYN-SIS-000221,11,MATH-ALG2-H,Y02-SEC-009,TCH-003,active
2027-2028,2,Synthetic Student 222,SYN-SIS-000222,11,MATH-PRECALC,Y02-SEC-016,TCH-004,active
2027-2028,2,Synthetic Student 225,SYN-SIS-000225,11,MATH-ALG2-H,Y02-SEC-009,TCH-003,active
2027-2028,2,Synthetic Student 230,SYN-SIS-000230,12,MATH-AP-CALC-AB,Y02-SEC-018,TCH-005,active
2027-2028,2,Synthetic Student 231,SYN-SIS-000231,11,MATH-ALG2,Y02-SEC-007,TCH-002,active
2027-2028,2,Synthetic Student 234,SYN-SIS-000234,12,MATH-AP-CALC-AB,Y02-SEC-018,TCH-005,active
2027-2028,2,Synthetic Student 235,SYN-SIS-000235,12,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,active
2027-2028,2,Synthetic Student 236,SYN-SIS-000236,11,MATH-AP-CALC-AB,Y02-SEC-019,TCH-005,active
2027-2028,2,Synthetic Student 237,SYN-SIS-000237,12,MATH-AP-CALC-AB,Y02-SEC-018,TCH-005,active
2027-2028,2,Synthetic Student 238,SYN-SIS-000238,12,MATH-AP-CALC-AB,Y02-SEC-018,TCH-005,active
2027-2028,2,Synthetic Student 240,SYN-SIS-000240,12,MATH-AP-CALC-BC,Y02-SEC-023,TCH-005,active
2027-2028,2,Synthetic Student 241,SYN-SIS-000241,12,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,active
2027-2028,2,Synthetic Student 242,SYN-SIS-000242,12,MATH-AP-CALC-AB,Y02-SEC-017,TCH-005,active
2027-2028,2,Synthetic Student 244,SYN-SIS-000244,12,MATH-AP-CALC-AB,Y02-SEC-020,TCH-005,active
2027-2028,2,Synthetic Student 246,SYN-SIS-000246,11,MATH-PRECALC,Y02-SEC-014,TCH-003,active
2027-2028,2,Synthetic Student 249,SYN-SIS-000249,12,MATH-AP-CALC-AB,Y02-SEC-021,TCH-004,active
2027-2028,2,Synthetic Student 251,SYN-SIS-000251,11,MATH-AP-CALC-AB,Y02-SEC-018,TCH-005,active
2027-2028,2,Synthetic Student 253,SYN-SIS-000253,12,MATH-AP-PRECALC,Y02-SEC-011,TCH-004,active
2027-2028,2,Synthetic Student 254,SYN-SIS-000254,12,MATH-ALG2,Y02-SEC-008,TCH-002,active
2027-2028,2,Synthetic Student 257,SYN-SIS-000257,12,MATH-AP-CALC-AB,Y02-SEC-020,TCH-005,active
2027-2028,2,Synthetic Student 258,SYN-SIS-000258,12,MATH-BEYOND-CORE,Y02-SEC-024,TCH-004,active
