Student,ID,SIS User ID,SIS Login ID,Email,Section,Assignment 01,Assignment 02,Assignment 03,Assignment 04,Assignment 05,Assignment 06,Assignment 07,Assignment 08,Assignment 09,Assignment 10,Assignment 11,Assignment 12,Assignment 13,Assignment 14
Synthetic Student 164,SYN-EXP-000164,SYN-SIS-000164,synthetic164,dhayes28@schoolname.example,Section D,26.5,33.04,31.44,34.7,34.09,41.43,,,,,,,,
Synthetic Student 165,SYN-EXP-000165,SYN-SIS-000165,synthetic165,eibrahim28@schoolname.example,Section A,39.67,49.68,46.26,50.24,49.02,54.8,,,,,,,,
Synthetic Student 166,SYN-EXP-000166,SYN-SIS-000166,synthetic166,fjohnson29@schoolname.example,Section B,11.98,16.59,12.28,18.33,18.21,15.29,18.6,23.65,,,,,,
Synthetic Student 167,SYN-EXP-000167,SYN-SIS-000167,synthetic167,gkim29@schoolname.example,Section C,69.93,0,72.73,82.98,85.57,83.9,86.6,84.08,,,,,,
Synthetic Student 168,SYN-EXP-000168,SYN-SIS-000168,synthetic168,hlewis26@schoolname.example,Section D,64.78,68.58,,,,,,,,,,,,
Synthetic Student 169,SYN-EXP-000169,SYN-SIS-000169,synthetic169,imartinez26@schoolname.example,Section A,98.84,97.2,,,,,,,,,,,,
Synthetic Student 170,SYN-EXP-000170,SYN-SIS-000170,synthetic170,jnelson29@schoolname.example,Section B,7.5,20.59,12.43,20.57,0,28.74,0,0,,,,,,
Synthetic Student 171,SYN-EXP-000171,SYN-SIS-000171,synthetic171,kortiz29@schoolname.example,Section C,10.9,15.75,18.96,22.83,18.08,29.75,20.91,23.85,,,,,,
Synthetic Student 172,SYN-EXP-000172,SYN-SIS-000172,synthetic172,lprice29@schoolname.example,Section D,22.43,37.46,30.1,41.35,33.93,43.31,38.54,45.62,,,,,,
Synthetic Student 173,SYN-EXP-000173,SYN-SIS-000173,synthetic173,mstone29@schoolname.example,Section A,37.89,40.81,42.24,0,40.7,49.5,40.54,45.88,,,,,,
Synthetic Student 174,SYN-EXP-000174,SYN-SIS-000174,synthetic174,nmiller28@schoolname.example,Section B,38.19,0,48.76,60.82,58.12,58.5,,,,,,,,
Synthetic Student 175,SYN-EXP-000175,SYN-SIS-000175,synthetic175,privera27@schoolname.example,Section C,38.77,48.16,49.02,50.55,,,,,,,,,,
Synthetic Student 176,SYN-EXP-000176,SYN-SIS-000176,synthetic176,qnguyen28@schoolname.example,Section D,14.35,31.12,23.57,34.1,27.87,41.99,,,,,,,,
Synthetic Student 177,SYN-EXP-000177,SYN-SIS-000177,synthetic177,rpatel29@schoolname.example,Section A,77.14,80.89,82.08,73.66,79.82,86.15,87.27,91.93,,,,,,
Synthetic Student 178,SYN-EXP-000178,SYN-SIS-000178,synthetic178,sbrooks29@schoolname.example,Section B,7.22,18.31,11.2,23.16,13.9,24.75,12.14,14.97,,,,,,
Synthetic Student 179,SYN-EXP-000179,SYN-SIS-000179,synthetic179,tchen26@schoolname.example,Section C,65.54,75.57,,,,,,,,,,,,
Synthetic Student 180,SYN-EXP-000180,SYN-SIS-000180,synthetic180,vdavis29@schoolname.example,Section D,36.02,43.56,37.37,45.72,45.08,46.64,47.93,47.99,,,,,,
Synthetic Student 181,SYN-EXP-000181,SYN-SIS-000181,synthetic181,aflores28@schoolname.example,Section A,44.6,47.91,48.94,56.36,47.27,49.51,,,,,,,,
Synthetic Student 182,SYN-EXP-000182,SYN-SIS-000182,synthetic182,bgarcia26@schoolname.example,Section B,38.63,50.42,,,,,,,,,,,,
Synthetic Student 183,SYN-EXP-000183,SYN-SIS-000183,synthetic183,chayes28@schoolname.example,Section C,36.84,47.63,40.31,43.25,42.43,36.25,,,,,,,,
Synthetic Student 184,SYN-EXP-000184,SYN-SIS-000184,synthetic184,dibrahim29@schoolname.example,Section D,47.25,55.54,50.43,57.2,57.27,50.51,53.37,61.55,,,,,,
Synthetic Student 185,SYN-EXP-000185,SYN-SIS-000185,synthetic185,ejohnson27@schoolname.example,Section A,59.84,49.28,49.77,61.95,,,,,,,,,,
Synthetic Student 186,SYN-EXP-000186,SYN-SIS-000186,synthetic186,fkim27@schoolname.example,Section B,11.21,25.25,15.36,0,,,,,,,,,,
Synthetic Student 187,SYN-EXP-000187,SYN-SIS-000187,synthetic187,glewis26@schoolname.example,Section C,70.23,81.2,,,,,,,,,,,,
Synthetic Student 188,SYN-EXP-000188,SYN-SIS-000188,synthetic188,hmartinez28@schoolname.example,Section D,24.45,35.04,29.07,37.85,27.62,31.6,,,,,,,,
Synthetic Student 189,SYN-EXP-000189,SYN-SIS-000189,synthetic189,inelson28@schoolname.example,Section A,24.46,30.77,21.91,31.75,35.04,35.46,,,,,,,,
Synthetic Student 190,SYN-EXP-000190,SYN-SIS-000190,synthetic190,jortiz26@schoolname.example,Section B,16.94,0,,,,,,,,,,,,
Synthetic Student 191,SYN-EXP-000191,SYN-SIS-000191,synthetic191,kprice27@schoolname.example,Section C,63.2,0,64.22,70.35,,,,,,,,,,
Synthetic Student 192,SYN-EXP-000192,SYN-SIS-000192,synthetic192,lstone27@schoolname.example,Section D,90.68,97.09,93.29,90.37,,,,,,,,,,
Synthetic Student 193,SYN-EXP-000193,SYN-SIS-000193,synthetic193,mmiller29@schoolname.example,Section A,68.7,78.49,0,76.52,76.55,77.28,79.76,79.6,,,,,,
Synthetic Student 194,SYN-EXP-000194,SYN-SIS-000194,synthetic194,nrivera26@schoolname.example,Section B,68.43,66.71,,,,,,,,,,,,
Synthetic Student 195,SYN-EXP-000195,SYN-SIS-000195,synthetic195,pnguyen29@schoolname.example,Section C,5.21,17.81,8.95,21.55,18.52,0,20.35,33.25,,,,,,
Synthetic Student 196,SYN-EXP-000196,SYN-SIS-000196,synthetic196,qpatel29@schoolname.example,Section D,19.78,26.01,17.93,26,16.61,30.28,22.12,0,,,,,,
Synthetic Student 197,SYN-EXP-000197,SYN-SIS-000197,synthetic197,rbrooks28@schoolname.example,Section A,39.1,47.54,47.73,50.95,50.69,57.06,,,,,,,,
Synthetic Student 198,SYN-EXP-000198,SYN-SIS-000198,synthetic198,schen28@schoolname.example,Section B,19.83,33.91,24.06,33.46,36.17,39.85,,,,,,,,
Synthetic Student 199,SYN-EXP-000199,SYN-SIS-000199,synthetic199,tdavis26@schoolname.example,Section C,88.82,89.15,,,,,,,,,,,,
Synthetic Student 200,SYN-EXP-000200,SYN-SIS-000200,synthetic200,vevans29@schoolname.example,Section D,44.24,48.59,39.77,50.79,49.69,46.99,51.79,53.24,,,,,,
Synthetic Student 201,SYN-EXP-000201,SYN-SIS-000201,synthetic201,agarcia28@schoolname.example,Section A,85.04,86.69,93.12,94.5,0,93.8,,,,,,,,
Synthetic Student 202,SYN-EXP-000202,SYN-SIS-000202,synthetic202,bhayes28@schoolname.example,Section B,13.91,25.9,22.55,30.59,34.71,35.69,,,,,,,,
Synthetic Student 203,SYN-EXP-000203,SYN-SIS-000203,synthetic203,cibrahim27@schoolname.example,Section C,43.85,46.42,45.42,55.7,,,,,,,,,,
Synthetic Student 204,SYN-EXP-000204,SYN-SIS-000204,synthetic204,djohnson29@schoolname.example,Section D,0,47.43,44.19,54.43,0,47.59,0,52.46,,,,,,
Synthetic Student 205,SYN-EXP-000205,SYN-SIS-000205,synthetic205,ekim29@schoolname.example,Section A,15.14,25.18,18.32,22.8,23.3,22.3,15.46,26.9,,,,,,
Synthetic Student 206,SYN-EXP-000206,SYN-SIS-000206,synthetic206,flewis29@schoolname.example,Section B,77.17,0,76.36,85.7,84.18,80.67,80.66,82.91,,,,,,
Synthetic Student 207,SYN-EXP-000207,SYN-SIS-000207,synthetic207,gmartinez26@schoolname.example,Section C,58.12,57.67,,,,,,,,,,,,
Synthetic Student 208,SYN-EXP-000208,SYN-SIS-000208,synthetic208,hnelson29@schoolname.example,Section D,48.85,46.6,49.93,53.45,49.15,56.8,56.57,61.45,,,,,,
Synthetic Student 209,SYN-EXP-000209,SYN-SIS-000209,synthetic209,iortiz27@schoolname.example,Section A,39.04,40.29,35.1,40.75,,,,,,,,,,
Synthetic Student 210,SYN-EXP-000210,SYN-SIS-000210,synthetic210,jprice27@schoolname.example,Section B,73.14,74.33,77.86,79.89,,,,,,,,,,
Synthetic Student 211,SYN-EXP-000211,SYN-SIS-000211,synthetic211,kstone27@schoolname.example,Section C,31.85,34.74,32.16,35.33,,,,,,,,,,
Synthetic Student 212,SYN-EXP-000212,SYN-SIS-000212,synthetic212,lmiller28@schoolname.example,Section D,0,44.47,0,45.35,45.03,47.32,,,,,,,,
Synthetic Student 213,SYN-EXP-000213,SYN-SIS-000213,synthetic213,mrivera27@schoolname.example,Section A,37.84,43.59,37.39,44.67,,,,,,,,,,
Synthetic Student 214,SYN-EXP-000214,SYN-SIS-000214,synthetic214,nnguyen26@schoolname.example,Section B,29.63,40.98,,,,,,,,,,,,
Synthetic Student 215,SYN-EXP-000215,SYN-SIS-000215,synthetic215,ppatel29@schoolname.example,Section C,43.4,62.82,55.44,57.48,61.88,62.68,69.24,70.19,,,,,,
Synthetic Student 216,SYN-EXP-000216,SYN-SIS-000216,synthetic216,qbrooks29@schoolname.example,Section D,46.52,49.25,48.86,58.58,48.4,52.92,55.2,57.26,,,,,,
Synthetic Student 217,SYN-EXP-000217,SYN-SIS-000217,synthetic217,rchen26@schoolname.example,Section A,89.74,95.12,,,,,,,,,,,,
Synthetic Student 218,SYN-EXP-000218,SYN-SIS-000218,synthetic218,sdavis27@schoolname.example,Section B,19.39,25.07,17.79,25.95,,,,,,,,,,
Synthetic Student 219,SYN-EXP-000219,SYN-SIS-000219,synthetic219,tevans29@schoolname.example,Section C,25.8,35.81,39.78,41.96,0,49.45,0,54.92,,,,,,
Synthetic Student 220,SYN-EXP-000220,SYN-SIS-000220,synthetic220,vflores27@schoolname.example,Section D,70.3,0,64.14,67.12,,,,,,,,,,
Synthetic Student 221,SYN-EXP-000221,SYN-SIS-000221,synthetic221,ahayes29@schoolname.example,Section A,73.3,74.41,73.51,79.24,75.07,79.36,72.35,79.11,,,,,,
Synthetic Student 222,SYN-EXP-000222,SYN-SIS-000222,synthetic222,bibrahim29@schoolname.example,Section B,25.05,33.93,28.8,41.69,35.57,35.29,34.61,37.35,,,,,,
Synthetic Student 223,SYN-EXP-000223,SYN-SIS-000223,synthetic223,cjohnson27@schoolname.example,Section C,9.23,17.64,22.22,0,,,,,,,,,,
Synthetic Student 224,SYN-EXP-000224,SYN-SIS-000224,synthetic224,dkim26@schoolname.example,Section D,34.04,41.2,,,,,,,,,,,,
Synthetic Student 225,SYN-EXP-000225,SYN-SIS-000225,synthetic225,elewis29@schoolname.example,Section A,43.02,53.35,53.38,59.72,62.37,64.05,61.69,61.78,,,,,,
Synthetic Student 226,SYN-EXP-000226,SYN-SIS-000226,synthetic226,fmartinez27@schoolname.example,Section B,30.43,34.57,35.32,46.4,,,,,,,,,,
Synthetic Student 227,SYN-EXP-000227,SYN-SIS-000227,synthetic227,gnelson27@schoolname.example,Section C,100,96.28,94.86,100,,,,,,,,,,
Synthetic Student 228,SYN-EXP-000228,SYN-SIS-000228,synthetic228,hortiz27@schoolname.example,Section D,48.7,61.51,63.98,66.58,,,,,,,,,,
Synthetic Student 229,SYN-EXP-000229,SYN-SIS-000229,synthetic229,iprice27@schoolname.example,Section A,47.98,50.47,50.87,56.15,,,,,,,,,,
Synthetic Student 230,SYN-EXP-000230,SYN-SIS-000230,synthetic230,jstone28@schoolname.example,Section B,29.01,34.11,33.73,35.64,36.65,37.01,,,,,,,,
Synthetic Student 231,SYN-EXP-000231,SYN-SIS-000231,synthetic231,kmiller29@schoolname.example,Section C,28.53,41.87,35.95,33.29,33.41,44,39.79,53.59,,,,,,
Synthetic Student 232,SYN-EXP-000232,SYN-SIS-000232,synthetic232,lrivera26@schoolname.example,Section D,32.71,0,,,,,,,,,,,,
Synthetic Student 233,SYN-EXP-000233,SYN-SIS-000233,synthetic233,mnguyen26@schoolname.example,Section A,81.62,82.38,,,,,,,,,,,,
Synthetic Student 234,SYN-EXP-000234,SYN-SIS-000234,synthetic234,npatel28@schoolname.example,Section B,52.11,0,54.26,53.95,51.63,55.83,,,,,,,,
Synthetic Student 235,SYN-EXP-000235,SYN-SIS-000235,synthetic235,pbrooks28@schoolname.example,Section C,37.88,54.72,45.74,57.04,45.13,54.24,,,,,,,,
Synthetic Student 236,SYN-EXP-000236,SYN-SIS-000236,synthetic236,qchen29@schoolname.example,Section D,37.82,51.35,48.67,49.26,45.34,55.26,59.8,58.25,,,,,,
Synthetic Student 237,SYN-EXP-000237,SYN-SIS-000237,synthetic237,rdavis28@schoolname.example,Section A,27.93,39.96,38.7,46.59,42.72,47.21,,,,,,,,
Synthetic Student 238,SYN-EXP-000238,SYN-SIS-000238,synthetic238,sevans28@schoolname.example,Section B,46.43,53.07,50.95,60.28,64.72,64.16,,,,,,,,
Synthetic Student 239,SYN-EXP-000239,SYN-SIS-000239,synthetic239,tflores26@schoolname.example,Section C,55.79,59.13,,,,,,,,,,,,
Synthetic Student 240,SYN-EXP-000240,SYN-SIS-000240,synthetic240,vgarcia28@schoolname.example,Section D,30.78,41.49,36.43,40.09,40.11,0,,,,,,,,
Synthetic Student 241,SYN-EXP-000241,SYN-SIS-000241,synthetic241,aibrahim28@schoolname.example,Section A,69.4,72.78,66.93,76.18,71.16,71.59,,,,,,,,
Synthetic Student 242,SYN-EXP-000242,SYN-SIS-000242,synthetic242,bjohnson28@schoolname.example,Section B,23.81,40.72,36.11,40.01,0,43.89,,,,,,,,
Synthetic Student 243,SYN-EXP-000243,SYN-SIS-000243,synthetic243,ckim26@schoolname.example,Section C,85.24,86.63,,,,,,,,,,,,
Synthetic Student 244,SYN-EXP-000244,SYN-SIS-000244,synthetic244,dlewis28@schoolname.example,Section D,31.51,36.83,36.55,0,39.65,0,,,,,,,,
Synthetic Student 245,SYN-EXP-000245,SYN-SIS-000245,synthetic245,emartinez27@schoolname.example,Section A,43.23,40.12,39.95,40.73,,,,,,,,,,
Synthetic Student 246,SYN-EXP-000246,SYN-SIS-000246,synthetic246,fnelson29@schoolname.example,Section B,26.32,36.95,29.73,33.05,0,39.02,41.66,48.88,,,,,,
Synthetic Student 247,SYN-EXP-000247,SYN-SIS-000247,synthetic247,gortiz27@schoolname.example,Section C,44.28,47.26,0,46.86,,,,,,,,,,
Synthetic Student 248,SYN-EXP-000248,SYN-SIS-000248,synthetic248,hprice26@schoolname.example,Section D,32.84,42.81,,,,,,,,,,,,
Synthetic Student 249,SYN-EXP-000249,SYN-SIS-000249,synthetic249,istone28@schoolname.example,Section A,24.04,31.83,29.45,33.65,37.3,43.34,,,,,,,,
Synthetic Student 250,SYN-EXP-000250,SYN-SIS-000250,synthetic250,jmiller26@schoolname.example,Section B,60.53,69.57,,,,,,,,,,,,
Synthetic Student 251,SYN-EXP-000251,SYN-SIS-000251,synthetic251,krivera29@schoolname.example,Section C,59.76,67.28,60.91,64.06,65,74.64,62.35,72.98,,,,,,
Synthetic Student 252,SYN-EXP-000252,SYN-SIS-000252,synthetic252,lnguyen26@schoolname.example,Section D,79.59,86.05,,,,,,,,,,,,
Synthetic Student 253,SYN-EXP-000253,SYN-SIS-000253,synthetic253,mpatel28@schoolname.example,Section A,0,60.9,54.29,57.31,57.05,62.15,,,,,,,,
Synthetic Student 254,SYN-EXP-000254,SYN-SIS-000254,synthetic254,nbrooks28@schoolname.example,Section B,38.9,54.82,49.86,49.89,48.11,49,,,,,,,,
Synthetic Student 255,SYN-EXP-000255,SYN-SIS-000255,synthetic255,pchen27@schoolname.example,Section C,90.18,98.19,100,100,,,,,,,,,,
Synthetic Student 256,SYN-EXP-000256,SYN-SIS-000256,synthetic256,qdavis26@schoolname.example,Section D,81.86,81.88,,,,,,,,,,,,
Synthetic Student 257,SYN-EXP-000257,SYN-SIS-000257,synthetic257,revans28@schoolname.example,Section A,47.62,42.53,41.94,46.55,44.42,50.2,,,,,,,,
Synthetic Student 258,SYN-EXP-000258,SYN-SIS-000258,synthetic258,sflores28@schoolname.example,Section B,82.17,90.88,94.21,95.47,0,89.58,,,,,,,,
Synthetic Student 259,SYN-EXP-000259,SYN-SIS-000259,synthetic259,tgarcia28@schoolname.example,Section C,74.53,79.28,77.84,86.37,82.42,82.54,,,,,,,,
Synthetic Student 260,SYN-EXP-000260,SYN-SIS-000260,synthetic260,vhayes29@schoolname.example,Section D,91.75,92.97,93.74,100,96.3,90.74,95.23,100,,,,,,
Synthetic Student 261,SYN-EXP-000261,SYN-SIS-000261,synthetic261,ajohnson29@schoolname.example,Section A,34.15,45.17,0,47.61,43.32,47.35,50.38,0,,,,,,
Synthetic Student 262,SYN-EXP-000262,SYN-SIS-000262,synthetic262,bkim27@schoolname.example,Section B,65.23,74.68,67.25,76.43,,,,,,,,,,
Synthetic Student 263,SYN-EXP-000263,SYN-SIS-000263,synthetic263,clewis29@schoolname.example,Section C,11.98,15.93,11.71,19.41,9.77,34,31.39,37.58,,,,,,
Synthetic Student 264,SYN-EXP-000264,SYN-SIS-000264,synthetic264,dmartinez27@schoolname.example,Section D,22.92,28.94,18.02,24.4,,,,,,,,,,
Synthetic Student 265,SYN-EXP-000265,SYN-SIS-000265,synthetic265,enelson29@schoolname.example,Section A,10.02,19.73,10.06,28.7,18.29,25.85,30.79,36.16,,,,,,
Synthetic Student 266,SYN-EXP-000266,SYN-SIS-000266,synthetic266,fortiz28@schoolname.example,Section B,56.32,57.48,53.58,57.99,56.44,0,,,,,,,,
Synthetic Student 267,SYN-EXP-000267,SYN-SIS-000267,synthetic267,gprice28@schoolname.example,Section C,28.86,32.45,22.23,33.27,34.68,37.03,,,,,,,,
Synthetic Student 268,SYN-EXP-000268,SYN-SIS-000268,synthetic268,hstone29@schoolname.example,Section D,26.69,28.02,30.73,28.14,27.12,28.99,29.9,36.41,,,,,,
Synthetic Student 269,SYN-EXP-000269,SYN-SIS-000269,synthetic269,imiller26@schoolname.example,Section A,39.51,0,,,,,,,,,,,,
Synthetic Student 270,SYN-EXP-000270,SYN-SIS-000270,synthetic270,jrivera29@schoolname.example,Section B,51.65,61.14,53.75,63.45,59.3,62.8,64.88,63.99,,,,,,
Synthetic Student 271,SYN-EXP-000271,SYN-SIS-000271,synthetic271,knguyen29@schoolname.example,Section C,63.93,72.3,65.83,73.85,75.39,81.06,89.74,83.42,,,,,,
Synthetic Student 272,SYN-EXP-000272,SYN-SIS-000272,synthetic272,lpatel27@schoolname.example,Section D,69.47,70.36,71.11,0,,,,,,,,,,
Synthetic Student 273,SYN-EXP-000273,SYN-SIS-000273,synthetic273,mbrooks28@schoolname.example,Section A,63.56,66.6,61.04,72.17,69.97,0,,,,,,,,
Synthetic Student 274,SYN-EXP-000274,SYN-SIS-000274,synthetic274,nchen29@schoolname.example,Section B,18.84,30.85,31.25,0,36.14,39.51,39.45,47.55,,,,,,
Synthetic Student 275,SYN-EXP-000275,SYN-SIS-000275,synthetic275,pdavis27@schoolname.example,Section C,61.81,63.38,60.72,62.76,,,,,,,,,,
Synthetic Student 276,SYN-EXP-000276,SYN-SIS-000276,synthetic276,qevans27@schoolname.example,Section D,47.19,48.24,38.62,49.13,,,,,,,,,,
Synthetic Student 277,SYN-EXP-000277,SYN-SIS-000277,synthetic277,rflores26@schoolname.example,Section A,57.73,62.48,,,,,,,,,,,,
Synthetic Student 278,SYN-EXP-000278,SYN-SIS-000278,synthetic278,sgarcia28@schoolname.example,Section B,97.9,92.64,95.77,97.03,92.25,99.46,,,,,,,,
Synthetic Student 279,SYN-EXP-000279,SYN-SIS-000279,synthetic279,thayes29@schoolname.example,Section C,21.15,31.99,30.94,0,23.07,26.18,27.11,31.82,,,,,,
Synthetic Student 280,SYN-EXP-000280,SYN-SIS-000280,synthetic280,vibrahim29@schoolname.example,Section D,15.58,26.61,0,33.76,26.51,0,0,0,,,,,,
Synthetic Student 281,SYN-EXP-000281,SYN-SIS-000281,synthetic281,akim29@schoolname.example,Section A,41.99,40.78,0,44.52,43.87,56.33,0,0,,,,,,
Synthetic Student 282,SYN-EXP-000282,SYN-SIS-000282,synthetic282,blewis27@schoolname.example,Section B,72.04,79.96,66.97,80.05,,,,,,,,,,
Synthetic Student 283,SYN-EXP-000283,SYN-SIS-000283,synthetic283,cmartinez29@schoolname.example,Section C,25.38,27.57,25.66,28.6,30.26,26.62,27.73,35.74,,,,,,
Synthetic Student 284,SYN-EXP-000284,SYN-SIS-000284,synthetic284,dnelson26@schoolname.example,Section D,44.13,0,,,,,,,,,,,,
Synthetic Student 285,SYN-EXP-000285,SYN-SIS-000285,synthetic285,eortiz27@schoolname.example,Section A,86.44,92.55,94.05,85.65,,,,,,,,,,
Synthetic Student 286,SYN-EXP-000286,SYN-SIS-000286,synthetic286,fprice27@schoolname.example,Section B,0,41.95,0,45.99,,,,,,,,,,
Synthetic Student 287,SYN-EXP-000287,SYN-SIS-000287,synthetic287,gstone26@schoolname.example,Section C,51.83,57.05,,,,,,,,,,,,
Synthetic Student 288,SYN-EXP-000288,SYN-SIS-000288,synthetic288,hmiller30@schoolname.example,Section D,,,31.71,39.15,32.86,40,0,45.02,41.27,52.32,,,,
Synthetic Student 289,SYN-EXP-000289,SYN-SIS-000289,synthetic289,irivera30@schoolname.example,Section A,,,28.33,0,0,33.69,36.97,35.04,37.51,34,,,,
Synthetic Student 290,SYN-EXP-000290,SYN-SIS-000290,synthetic290,jnguyen30@schoolname.example,Section B,,,4.91,13.74,15.85,19.82,16.77,25.3,22.15,24.16,,,,
Synthetic Student 291,SYN-EXP-000291,SYN-SIS-000291,synthetic291,kpatel30@schoolname.example,Section C,,,87.87,94.8,90.95,100,100,99.1,100,98.52,,,,
Synthetic Student 292,SYN-EXP-000292,SYN-SIS-000292,synthetic292,lbrooks30@schoolname.example,Section D,,,66.6,70.09,72.1,72.98,0,69.58,71.02,66.97,,,,
Synthetic Student 293,SYN-EXP-000293,SYN-SIS-000293,synthetic293,mchen30@schoolname.example,Section A,,,43.14,56.32,48.44,58.26,54.61,59.22,59.5,65.43,,,,
Synthetic Student 294,SYN-EXP-000294,SYN-SIS-000294,synthetic294,ndavis30@schoolname.example,Section B,,,24.58,39.89,27.67,41,41.35,41.64,42.81,43.62,,,,
Synthetic Student 295,SYN-EXP-000295,SYN-SIS-000295,synthetic295,pevans30@schoolname.example,Section C,,,76.38,65.27,68.49,72.43,67.49,77,69.49,66.5,,,,
Synthetic Student 296,SYN-EXP-000296,SYN-SIS-000296,synthetic296,qflores30@schoolname.example,Section D,,,0,0,32.76,42.86,36.12,45,46.12,52.39,,,,
Synthetic Student 297,SYN-EXP-000297,SYN-SIS-000297,synthetic297,rgarcia30@schoolname.example,Section A,,,58.77,52.42,56.93,57.37,54.92,58.24,53.99,61.59,,,,
Synthetic Student 298,SYN-EXP-000298,SYN-SIS-000298,synthetic298,shayes30@schoolname.example,Section B,,,37.98,45.21,38.79,48.53,42.62,49.13,47.1,53.69,,,,
Synthetic Student 299,SYN-EXP-000299,SYN-SIS-000299,synthetic299,tibrahim30@schoolname.example,Section C,,,22.56,24.43,22.46,35.79,24.25,35.41,0,31.73,,,,
Synthetic Student 300,SYN-EXP-000300,SYN-SIS-000300,synthetic300,vjohnson30@schoolname.example,Section D,,,24.97,25,38.26,39.2,31.21,40.37,44.11,37.98,,,,
Synthetic Student 301,SYN-EXP-000301,SYN-SIS-000301,synthetic301,alewis30@schoolname.example,Section A,,,58.44,64.83,68.12,74.5,69.93,75.19,70.92,74.67,,,,
Synthetic Student 302,SYN-EXP-000302,SYN-SIS-000302,synthetic302,bmartinez30@schoolname.example,Section B,,,52.08,51.43,53.45,57.59,57.83,56.4,59.81,71.49,,,,
Synthetic Student 303,SYN-EXP-000303,SYN-SIS-000303,synthetic303,cnelson30@schoolname.example,Section C,,,35.44,46.31,44.92,48.32,48.68,52.16,49.61,54.72,,,,
Synthetic Student 304,SYN-EXP-000304,SYN-SIS-000304,synthetic304,dortiz30@schoolname.example,Section D,,,47.2,46.82,49.18,50.94,46.21,52.03,49.31,60.31,,,,
Synthetic Student 305,SYN-EXP-000305,SYN-SIS-000305,synthetic305,eprice30@schoolname.example,Section A,,,43.17,49.84,45.98,47.02,44.68,46.96,46.76,47.56,,,,
Synthetic Student 306,SYN-EXP-000306,SYN-SIS-000306,synthetic306,fstone30@schoolname.example,Section B,,,44.75,54.94,47.19,57.48,60.83,63.67,60.23,61.79,,,,
Synthetic Student 307,SYN-EXP-000307,SYN-SIS-000307,synthetic307,gmiller30@schoolname.example,Section C,,,34.51,42.39,41.47,49.54,49.61,50.9,49.53,56.04,,,,
Synthetic Student 308,SYN-EXP-000308,SYN-SIS-000308,synthetic308,hrivera30@schoolname.example,Section D,,,21.63,0,30.6,37.69,34.38,39.46,33.53,48.41,,,,
Synthetic Student 309,SYN-EXP-000309,SYN-SIS-000309,synthetic309,inguyen30@schoolname.example,Section A,,,38.07,52.9,44.94,58.81,54.91,69.29,51.76,60.8,,,,
Synthetic Student 310,SYN-EXP-000310,SYN-SIS-000310,synthetic310,jpatel30@schoolname.example,Section B,,,35.05,43.41,34.89,45.3,38.24,44.75,41.85,45.15,,,,
Synthetic Student 311,SYN-EXP-000311,SYN-SIS-000311,synthetic311,kbrooks30@schoolname.example,Section C,,,51.96,65.72,56.49,58.93,59.82,60.49,57.66,66.49,,,,
Synthetic Student 312,SYN-EXP-000312,SYN-SIS-000312,synthetic312,lchen30@schoolname.example,Section D,,,0,73.29,70.77,75.41,75.89,0,74.43,78.84,,,,
Synthetic Student 313,SYN-EXP-000313,SYN-SIS-000313,synthetic313,mdavis30@schoolname.example,Section A,,,3.75,15.28,16.15,17.24,19.57,29.35,28.37,20.68,,,,
Synthetic Student 314,SYN-EXP-000314,SYN-SIS-000314,synthetic314,nevans30@schoolname.example,Section B,,,83.43,0,87.81,100,91.2,87.34,0,82.16,,,,
Synthetic Student 315,SYN-EXP-000315,SYN-SIS-000315,synthetic315,pflores30@schoolname.example,Section C,,,38.67,51.93,41.83,42.4,41.6,46.1,41.64,54.49,,,,
Synthetic Student 316,SYN-EXP-000316,SYN-SIS-000316,synthetic316,qgarcia30@schoolname.example,Section D,,,55.76,60.48,57.74,61.44,65.17,66.56,70.53,0,,,,
Synthetic Student 317,SYN-EXP-000317,SYN-SIS-000317,synthetic317,rhayes30@schoolname.example,Section A,,,53.41,59.55,58.95,60.87,55.08,57.15,59.57,63.3,,,,
Synthetic Student 318,SYN-EXP-000318,SYN-SIS-000318,synthetic318,sibrahim30@schoolname.example,Section B,,,47.32,63,63.53,65.73,69.56,75.36,72.59,74.37,,,,
Synthetic Student 319,SYN-EXP-000319,SYN-SIS-000319,synthetic319,tjohnson30@schoolname.example,Section C,,,32.84,37.44,39.35,41.62,37.06,51.51,46.52,44.2,,,,
Synthetic Student 320,SYN-EXP-000320,SYN-SIS-000320,synthetic320,vkim30@schoolname.example,Section D,,,27.85,29.12,37.87,42.98,37.25,46.06,38.55,45.19,,,,
Synthetic Student 321,SYN-EXP-000321,SYN-SIS-000321,synthetic321,amartinez30@schoolname.example,Section A,,,34.65,35.58,34.23,39,40.81,38.31,46.93,47.78,,,,
Synthetic Student 322,SYN-EXP-000322,SYN-SIS-000322,synthetic322,bnelson30@schoolname.example,Section B,,,30.74,41.48,35.39,42.5,39.79,51.96,42.87,49.89,,,,
Synthetic Student 323,SYN-EXP-000323,SYN-SIS-000323,synthetic323,cortiz30@schoolname.example,Section C,,,0,32.02,31.01,0,36.1,42.75,42.22,39.12,,,,
Synthetic Student 324,SYN-EXP-000324,SYN-SIS-000324,synthetic324,dprice30@schoolname.example,Section D,,,24.67,34.67,34.66,37.99,37.12,39.72,40,50.37,,,,
